date,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,金門縣,連江縣
111年 8月,3036,3036,2187,1756,2170,1677,607,656,625,579,548,769,468,783,262,450,115,618,364,300,90,11
111年 9月,2755,2630,1643,1929,1673,1466,486,564,746,871,528,629,389,804,218,408,96,405,240,287,86,7
111年 10月,2826,2830,2020,2073,1882,1833,494,607,631,890,547,635,451,723,201,421,104,360,340,306,81,7
111年 11月,2868,2905,1981,1935,1792,1936,357,754,661,1217,580,599,398,673,232,387,116,365,351,319,90,9
111年 12月,2655,2887,1654,2123,1868,2205,458,735,586,1126,558,601,597,711,215,360,100,378,458,246,113,15
112年 1月,2379,2460,1292,1626,1719,1350,426,514,498,959,440,543,372,636,201,364,108,299,316,276,62,3
112年 2月,2516,2436,1339,1515,1776,1440,472,567,666,999,476,550,401,669,182,399,92,412,349,301,60,9
112年 3月,2779,2681,1269,1891,2188,1491,539,488,657,1233,617,732,562,681,367,492,180,725,764,353,119,9
112年 4月,2948,2746,1407,1696,1784,1539,509,444,605,1087,555,609,402,682,228,459,148,432,319,334,79,9
112年 5月,3128,2916,1970,1768,2796,1872,574,472,714,1144,583,623,496,723,334,413,161,633,371,367,96,32
112年 6月,3028,2796,1421,1418,2175,1436,598,480,604,1163,530,617,430,704,217,380,152,394,313,347,79,8
112年 7月,3420,3118,1808,1672,2097,1470,557,596,609,1308,549,655,529,705,270,370,139,491,396,404,82,15
112年 8月,3554,3307,1733,1870,2045,1798,577,478,579,1244,460,742,470,749,268,415,130,471,465,362,78,17
112年 9月,3569,2986,2000,1811,2188,1503,495,550,488,1061,473,691,518,734,263,388,120,511,300,327,73,11
112年 10月,3802,2860,1815,1978,1960,1976,554,526,429,1103,517,745,519,850,277,408,146,503,405,322,101,24
112年 11月,3432,3088,1779,2062,1933,1717,469,469,632,1157,553,597,550,647,274,386,124,449,402,328,74,13
112年 12月,3081,3149,1592,1992,1757,1733,418,407,646,1102,520,567,446,818,248,391,112,499,374,318,76,10
113年 1月,2898,2671,1183,1612,1849,1253,395,413,654,1069,399,529,546,665,219,374,142,465,372,334,79,17
113年 2月,2163,2115,1075,1537,1449,1231,354,316,521,823,382,495,445,695,255,349,122,370,235,241,76,28
113年 3月,2514,2757,1387,1681,1798,1464,486,450,551,1039,446,514,508,703,237,375,142,479,449,358,91,16
113年 4月,2539,2799,1300,1644,1858,1620,504,471,574,884,485,604,561,796,175,382,136,477,477,319,102,15
113年 5月,1232,2510,1435,1569,1782,1700,450,409,453,868,471,537,510,693,95,379,137,437,412,330,114,21
113年 6月,1686,2867,1612,1648,1911,1863,505,601,562,969,579,631,496,640,103,350,152,528,383,329,94,21
113年 7月,2638,3004,1306,1456,1804,1518,593,522,491,1150,720,661,533,740,85,455,124,511,476,379,80,32
113年 8月,3322,3302,1527,3934,2173,1817,584,544,652,1171,745,707,591,855,103,446,139,535,576,362,103,26
113年 9月,9714,5268,6491,6428,4308,6155,1036,1274,1369,2400,864,1276,798,1655,409,788,130,914,1346,683,94,21
113年 10月,10678,5765,6825,6979,4360,6950,1241,1290,1412,2428,909,1435,805,1610,382,844,132,949,1356,623,109,15
113年 11月,9678,5685,5611,7068,4186,7124,1089,1272,1223,2318,903,1301,865,1585,363,866,115,783,1375,594,90,20
113年 12月,10091,5812,5077,6964,4067,6194,890,1252,1161,2241,931,1312,805,1541,347,859,104,810,1208,540,88,16
