date,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,金門縣,連江縣
100年 5月,1749,929,805,1075,853,2160,106,204,180,314,219,214,121,283,52,133,11,107,164,122,12,2
100年 6月,1608,984,735,1017,906,2071,118,205,146,270,185,178,130,317,50,147,8,127,162,120,6,2
100年 7月,1720,959,798,1058,973,1904,123,195,182,295,177,175,124,291,36,151,17,143,155,95,10,－
100年 8月,1609,880,849,1100,902,1980,104,191,194,293,193,170,131,265,25,124,19,138,188,123,9,－
100年 9月,1487,786,806,1081,1007,1828,112,189,186,256,201,148,118,307,40,144,9,138,162,108,11,2
100年 10月,1699,888,662,958,885,1936,135,175,181,325,187,161,145,261,22,126,13,147,169,134,4,1
100年 11月,1452,821,624,904,828,1931,90,162,177,293,168,149,138,293,47,131,16,90,151,105,7,－
100年 12月,1340,805,500,866,779,1641,87,131,133,251,201,95,112,265,18,130,6,61,167,92,1,2
101年 1月,1795,956,1309,1298,804,1812,120,272,408,361,193,202,128,401,42,212,17,105,214,119,8,－
101年 2月,1429,869,1289,996,828,1753,127,180,191,289,196,142,120,313,44,138,20,126,228,104,8,1
101年 3月,1486,835,689,923,819,1885,95,204,184,270,198,145,127,315,41,141,9,122,127,122,3,－
101年 4月,1537,807,736,866,738,1601,77,203,164,242,179,150,123,291,33,152,19,103,145,116,3,1
101年 5月,1526,876,756,844,704,1766,95,223,163,233,171,156,90,322,41,137,11,103,159,101,14,－
101年 6月,1410,814,671,792,691,1514,63,163,125,242,132,113,118,272,30,105,6,91,119,108,11,－
101年 7月,1517,772,756,861,831,1725,87,224,154,297,175,148,152,248,25,90,12,116,128,110,17,1
101年 8月,1420,775,717,887,694,1438,92,149,149,305,190,117,128,272,18,97,15,100,139,139,8,5
101年 9月,1506,720,618,804,727,1605,77,207,154,303,152,132,143,208,33,88,14,107,146,136,10,1
101年 10月,1443,807,726,758,703,1634,104,231,168,277,147,116,139,216,36,105,23,120,152,116,8,4
101年 11月,1449,708,591,855,691,1335,108,149,144,220,125,112,132,231,34,122,16,118,149,89,3,1
101年 12月,1303,723,438,716,580,1119,95,152,127,196,166,108,101,199,29,85,9,79,159,102,7,－
102年 1月,1320,662,598,776,635,1100,123,121,223,192,172,122,81,175,32,147,16,67,159,83,11,－
102年 2月,1713,876,1373,1507,974,1658,193,364,327,416,276,163,189,380,76,225,18,195,248,135,19,－
102年 3月,1124,656,608,694,677,1178,124,180,125,198,151,119,122,181,38,91,12,82,130,100,4,1
102年 4月,1010,609,627,648,641,1031,92,244,155,227,181,113,123,228,35,131,9,72,116,100,8,－
102年 5月,1048,657,573,727,575,1119,126,202,166,228,171,133,96,203,35,88,10,82,132,107,8,－
102年 6月,1043,619,510,723,581,1083,78,158,118,210,168,137,125,202,38,112,10,127,113,118,10,－
102年 7月,1036,686,566,741,611,1118,95,164,141,233,181,119,101,192,28,87,13,91,162,102,15,1
102年 8月,984,679,566,729,622,916,92,164,128,250,184,117,91,209,45,100,7,116,189,107,9,－
102年 9月,987,689,571,744,687,935,88,174,161,255,161,136,105,202,33,131,5,112,189,105,10,2
102年 10月,1012,673,573,734,698,870,84,174,137,241,163,151,109,175,56,84,10,96,189,100,10,2
102年 11月,905,616,550,639,620,904,77,125,171,256,139,148,103,175,43,99,9,82,115,84,5,1
102年 12月,1009,630,602,749,657,745,150,237,204,274,109,170,90,187,92,97,10,121,174,81,12,2
103年 1月,1657,840,1243,1372,866,1161,144,269,406,389,182,249,157,310,91,205,23,176,210,94,13,－
103年 2月,1123,622,633,889,717,1203,98,183,182,246,161,169,117,213,77,130,14,128,188,89,12,－
103年 3月,1034,577,534,773,611,797,77,148,179,215,149,168,70,173,54,104,17,98,154,70,12,2
103年 4月,1013,647,557,785,649,835,97,145,173,220,131,181,84,211,52,111,16,105,154,101,6,－
103年 5月,1007,752,553,636,642,868,121,175,205,253,127,163,130,188,32,105,17,101,157,96,16,1
103年 6月,950,630,481,605,599,810,103,154,196,209,116,158,143,225,45,120,13,99,150,106,9,2
103年 7月,973,570,558,558,562,857,130,156,156,234,141,146,149,170,26,93,27,134,139,112,8,1
103年 8月,949,598,559,568,571,855,118,162,118,244,129,128,124,170,41,92,17,78,102,105,8,1
103年 9月,865,530,562,659,517,837,104,179,135,234,142,137,135,190,27,86,16,73,111,110,11,－
103年 10月,894,513,559,668,570,876,145,152,135,255,129,140,116,168,47,86,6,78,115,96,6,3
103年 11月,854,464,401,604,607,816,111,140,121,262,88,125,117,189,42,64,7,57,129,89,18,1
103年 12月,899,500,481,724,582,680,105,236,205,250,101,107,78,199,44,53,7,82,154,69,10,－
104年 1月,620,503,421,568,584,569,94,123,210,196,113,57,43,186,28,44,6,53,136,65,5,2
104年 2月,1876,826,1033,1125,821,1418,222,315,205,450,176,278,200,267,56,180,21,138,205,124,20,－
104年 3月,810,536,484,757,564,708,132,110,171,227,152,146,124,164,69,78,13,59,98,89,5,1
104年 4月,759,461,489,582,543,677,92,107,158,274,132,157,73,151,36,66,10,90,118,64,2,1
