date,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,金門縣,連江縣
112年 11月,61,53,42,62,42,25,6,10,19,16,13,4,9,16,10,22,3,15,12,5,4,－
112年 12月,55,61,82,79,21,29,7,11,15,28,18,13,3,18,5,16,1,12,13,7,2,－
113年 1月,46,37,34,55,53,19,10,16,17,19,8,8,11,7,11,15,－,8,21,7,3,－
113年 2月,65,30,29,45,17,19,8,2,5,14,2,19,5,11,7,19,2,8,5,3,3,－
113年 3月,46,45,27,45,15,20,5,11,10,17,7,5,9,16,13,12,3,8,14,1,－,－
113年 4月,54,46,51,70,37,30,5,8,7,15,5,13,6,26,7,7,4,23,4,6,－,－
113年 5月,35,41,65,40,23,31,8,15,1,18,11,6,7,11,5,11,5,6,9,7,5,1
113年 6月,44,54,62,45,32,41,7,8,13,10,6,10,2,17,3,18,6,12,11,12,－,1
113年 7月,48,66,45,58,29,39,11,9,14,30,12,3,9,10,2,12,2,7,11,4,1,－
113年 8月,166,51,62,74,50,47,12,31,11,23,5,20,8,27,4,3,2,11,7,5,1,－
113年 9月,88,43,78,64,29,43,8,15,10,15,12,11,3,12,13,15,3,4,9,6,1,1
113年 10月,88,42,92,78,22,56,9,11,17,17,11,14,6,12,4,15,1,6,11,6,1,－
113年 11月,73,56,52,83,33,59,12,10,12,24,10,9,5,13,11,6,2,9,16,9,－,－
113年 12月,61,56,52,76,29,47,7,13,16,31,9,11,4,11,3,12,2,8,11,7,3,－
