date,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,金門縣,連江縣
112年 9月,240,315,123,275,277,271,73,78,83,100,55,85,76,149,55,46,18,26,62,54,3,－
112年 10月,244,253,230,353,282,423,94,43,76,95,66,110,97,130,59,46,26,28,62,63,2,－
112年 11月,188,273,183,315,291,323,77,63,96,98,66,74,78,110,63,42,25,21,59,54,3,1
112年 12月,128,234,232,233,232,254,58,68,64,94,55,91,37,118,65,42,9,18,46,41,4,－
113年 1月,118,187,168,256,206,170,75,53,85,123,59,79,71,118,37,44,22,24,46,42,7,3
113年 2月,134,186,250,311,202,334,50,62,90,132,62,91,87,143,86,36,20,24,48,20,5,－
113年 3月,153,195,180,285,244,376,95,58,92,123,87,83,85,156,78,31,23,38,38,60,7,1
113年 4月,100,247,80,258,207,334,112,46,83,113,59,63,75,112,37,37,12,19,34,50,6,－
113年 5月,45,162,150,187,180,381,93,52,78,104,62,61,80,103,13,38,12,12,55,61,3,－
113年 6月,72,231,152,205,245,387,86,29,72,124,79,73,96,133,7,36,19,27,36,42,1,2
113年 7月,141,276,68,173,214,202,108,65,67,106,63,70,58,109,22,55,9,22,41,48,7,3
113年 8月,139,321,70,279,228,273,80,49,111,135,77,80,79,103,27,43,15,27,40,49,7,1
113年 9月,229,208,258,292,229,311,52,50,88,144,107,85,64,119,45,41,16,23,44,45,4,1
113年 10月,282,235,228,348,228,397,93,63,116,174,96,98,59,106,37,27,7,16,45,42,7,1
113年 11月,243,238,58,357,249,360,63,61,65,125,86,113,67,149,29,33,7,18,32,43,7,1
113年 12月,224,227,39,340,258,287,50,57,63,138,72,125,50,80,19,33,7,6,26,35,8,－
