
"年/月","1","2","3","4","5","6","7","8","9","10","11","12","總和"
"2023","52.0","46.5","35.5","118.0","278.0","361.5","233.5","372.5","284.0","202.5","70.5","135.0","2189.5"
"2024","87.5","73.0","103.5","236.5","205.0","613.0","507.0","432.0","564.0","559.5","111.5","55.0","3547.5"
"2025","78.0","155.5","359.0","240.5","475.5","190.5","302.0","177.5","188.0","0.0","--","--","2166.5"
"總和","217.5","275.0","498.0","595.0","958.5","1165.0","1042.5","982.0","1036.0","762.0","182.0","190.0","總和"
