date,year,month,city,pop
2014-10-01,2014,10,南投縣,514894
2014-11-01,2014,11,南投縣,514836
2014-12-01,2014,12,南投縣,514315
2014-01-01,2014,1,南投縣,517037
2014-02-01,2014,2,南投縣,516731
2014-03-01,2014,3,南投縣,516315
2014-04-01,2014,4,南投縣,516207
2014-05-01,2014,5,南投縣,515996
2014-06-01,2014,6,南投縣,515784
2014-07-01,2014,7,南投縣,515564
2014-08-01,2014,8,南投縣,515345
2014-09-01,2014,9,南投縣,515081
2014-10-01,2014,10,嘉義市,270779
2014-11-01,2014,11,嘉義市,270858
2014-12-01,2014,12,嘉義市,270883
2014-01-01,2014,1,嘉義市,270941
2014-02-01,2014,2,嘉義市,271072
2014-03-01,2014,3,嘉義市,271103
2014-04-01,2014,4,嘉義市,271063
2014-05-01,2014,5,嘉義市,270983
2014-06-01,2014,6,嘉義市,270841
2014-07-01,2014,7,嘉義市,270818
2014-08-01,2014,8,嘉義市,270885
2014-09-01,2014,9,嘉義市,270826
2014-10-01,2014,10,嘉義縣,525775
2014-11-01,2014,11,嘉義縣,525579
2014-12-01,2014,12,嘉義縣,524783
2014-01-01,2014,1,嘉義縣,528825
2014-02-01,2014,2,嘉義縣,528148
2014-03-01,2014,3,嘉義縣,527721
2014-04-01,2014,4,嘉義縣,527470
2014-05-01,2014,5,嘉義縣,527196
2014-06-01,2014,6,嘉義縣,526936
2014-07-01,2014,7,嘉義縣,526735
2014-08-01,2014,8,嘉義縣,526469
2014-09-01,2014,9,嘉義縣,526028
2014-10-01,2014,10,基隆市,373463
2014-11-01,2014,11,基隆市,373340
2014-12-01,2014,12,基隆市,373077
2014-01-01,2014,1,基隆市,374799
2014-02-01,2014,2,基隆市,374658
2014-03-01,2014,3,基隆市,374428
2014-04-01,2014,4,基隆市,374269
2014-05-01,2014,5,基隆市,373998
2014-06-01,2014,6,基隆市,373786
2014-07-01,2014,7,基隆市,373702
2014-08-01,2014,8,基隆市,373721
2014-09-01,2014,9,基隆市,373597
2014-10-01,2014,10,宜蘭縣,458799
2014-11-01,2014,11,宜蘭縣,458880
2014-12-01,2014,12,宜蘭縣,458777
2014-01-01,2014,1,宜蘭縣,458378
2014-02-01,2014,2,宜蘭縣,458312
2014-03-01,2014,3,宜蘭縣,458427
2014-04-01,2014,4,宜蘭縣,458550
2014-05-01,2014,5,宜蘭縣,458568
2014-06-01,2014,6,宜蘭縣,458771
2014-07-01,2014,7,宜蘭縣,458786
2014-08-01,2014,8,宜蘭縣,458877
2014-09-01,2014,9,宜蘭縣,458784
2014-10-01,2014,10,屏東縣,849113
2014-11-01,2014,11,屏東縣,848804
2014-12-01,2014,12,屏東縣,847917
2014-01-01,2014,1,屏東縣,851774
2014-02-01,2014,2,屏東縣,851432
2014-03-01,2014,3,屏東縣,851127
2014-04-01,2014,4,屏東縣,850931
2014-05-01,2014,5,屏東縣,850693
2014-06-01,2014,6,屏東縣,850527
2014-07-01,2014,7,屏東縣,850166
2014-08-01,2014,8,屏東縣,849794
2014-09-01,2014,9,屏東縣,849326
2014-10-01,2014,10,彰化縣,1292098
2014-11-01,2014,11,彰化縣,1292226
2014-12-01,2014,12,彰化縣,1291474
2014-01-01,2014,1,彰化縣,1295658
2014-02-01,2014,2,彰化縣,1295375
2014-03-01,2014,3,彰化縣,1294911
2014-04-01,2014,4,彰化縣,1294433
2014-05-01,2014,5,彰化縣,1293997
2014-06-01,2014,6,彰化縣,1293530
2014-07-01,2014,7,彰化縣,1293129
2014-08-01,2014,8,彰化縣,1292599
2014-09-01,2014,9,彰化縣,1292126
2014-10-01,2014,10,新北市,3962920
2014-11-01,2014,11,新北市,3963970
2014-12-01,2014,12,新北市,3966818
2014-01-01,2014,1,新北市,3955777
2014-02-01,2014,2,新北市,3955842
2014-03-01,2014,3,新北市,3955390
2014-04-01,2014,4,新北市,3954905
2014-05-01,2014,5,新北市,3955995
2014-06-01,2014,6,新北市,3956728
2014-07-01,2014,7,新北市,3957965
2014-08-01,2014,8,新北市,3959855
2014-09-01,2014,9,新北市,3961374
2014-10-01,2014,10,新竹市,431336
2014-11-01,2014,11,新竹市,431601
2014-12-01,2014,12,新竹市,431988
2014-01-01,2014,1,新竹市,428834
2014-02-01,2014,2,新竹市,429018
2014-03-01,2014,3,新竹市,429212
2014-04-01,2014,4,新竹市,429420
2014-05-01,2014,5,新竹市,429654
2014-06-01,2014,6,新竹市,430041
2014-07-01,2014,7,新竹市,430295
2014-08-01,2014,8,新竹市,430644
2014-09-01,2014,9,新竹市,431029
2014-10-01,2014,10,新竹縣,536539
2014-11-01,2014,11,新竹縣,536954
2014-12-01,2014,12,新竹縣,537630
2014-01-01,2014,1,新竹縣,530882
2014-02-01,2014,2,新竹縣,531303
2014-03-01,2014,3,新竹縣,531723
2014-04-01,2014,4,新竹縣,532474
2014-05-01,2014,5,新竹縣,533361
2014-06-01,2014,6,新竹縣,533851
2014-07-01,2014,7,新竹縣,534493
2014-08-01,2014,8,新竹縣,535307
2014-09-01,2014,9,新竹縣,536111
2014-10-01,2014,10,桃園市,2055259
2014-11-01,2014,11,桃園市,2056273
2014-12-01,2014,12,桃園市,2058328
2014-01-01,2014,1,桃園市,2044857
2014-02-01,2014,2,桃園市,2045309
2014-03-01,2014,3,桃園市,2045811
2014-04-01,2014,4,桃園市,2046547
2014-05-01,2014,5,桃園市,2047834
2014-06-01,2014,6,桃園市,2049009
2014-07-01,2014,7,桃園市,2050600
2014-08-01,2014,8,桃園市,2052529
2014-09-01,2014,9,桃園市,2054260
2014-10-01,2014,10,澎湖縣,101548
2014-11-01,2014,11,澎湖縣,101636
2014-12-01,2014,12,澎湖縣,101758
2014-01-01,2014,1,澎湖縣,100585
2014-02-01,2014,2,澎湖縣,100609
2014-03-01,2014,3,澎湖縣,100812
2014-04-01,2014,4,澎湖縣,100994
2014-05-01,2014,5,澎湖縣,101156
2014-06-01,2014,6,澎湖縣,101112
2014-07-01,2014,7,澎湖縣,101176
2014-08-01,2014,8,澎湖縣,101110
2014-09-01,2014,9,澎湖縣,101482
2014-10-01,2014,10,臺中市,2714642
2014-11-01,2014,11,臺中市,2716497
2014-12-01,2014,12,臺中市,2719835
2014-01-01,2014,1,臺中市,2702920
2014-02-01,2014,2,臺中市,2704070
2014-03-01,2014,3,臺中市,2705064
2014-04-01,2014,4,臺中市,2706209
2014-05-01,2014,5,臺中市,2707123
2014-06-01,2014,6,臺中市,2708338
2014-07-01,2014,7,臺中市,2709764
2014-08-01,2014,8,臺中市,2711252
2014-09-01,2014,9,臺中市,2712948
2014-10-01,2014,10,臺北市,2697644
2014-11-01,2014,11,臺北市,2700091
2014-12-01,2014,12,臺北市,2702315
2014-01-01,2014,1,臺北市,2688140
2014-02-01,2014,2,臺北市,2689327
2014-03-01,2014,3,臺北市,2690232
2014-04-01,2014,4,臺北市,2691331
2014-05-01,2014,5,臺北市,2692138
2014-06-01,2014,6,臺北市,2693672
2014-07-01,2014,7,臺北市,2695027
2014-08-01,2014,8,臺北市,2695007
2014-09-01,2014,9,臺北市,2695649
2014-10-01,2014,10,臺南市,1883562
2014-11-01,2014,11,臺南市,1883844
2014-12-01,2014,12,臺南市,1884284
2014-01-01,2014,1,臺南市,1883251
2014-02-01,2014,2,臺南市,1883033
2014-03-01,2014,3,臺南市,1883077
2014-04-01,2014,4,臺南市,1883102
2014-05-01,2014,5,臺南市,1882865
2014-06-01,2014,6,臺南市,1883042
2014-07-01,2014,7,臺南市,1882946
2014-08-01,2014,8,臺南市,1883451
2014-09-01,2014,9,臺南市,1883493
2014-10-01,2014,10,臺東縣,224807
2014-11-01,2014,11,臺東縣,224719
2014-12-01,2014,12,臺東縣,224470
2014-01-01,2014,1,臺東縣,224738
2014-02-01,2014,2,臺東縣,224753
2014-03-01,2014,3,臺東縣,224675
2014-04-01,2014,4,臺東縣,224803
2014-05-01,2014,5,臺東縣,224905
2014-06-01,2014,6,臺東縣,225041
2014-07-01,2014,7,臺東縣,225170
2014-08-01,2014,8,臺東縣,225061
2014-09-01,2014,9,臺東縣,224931
2014-10-01,2014,10,花蓮縣,333413
2014-11-01,2014,11,花蓮縣,333484
2014-12-01,2014,12,花蓮縣,333392
2014-01-01,2014,1,花蓮縣,333823
2014-02-01,2014,2,花蓮縣,333653
2014-03-01,2014,3,花蓮縣,333639
2014-04-01,2014,4,花蓮縣,333694
2014-05-01,2014,5,花蓮縣,333668
2014-06-01,2014,6,花蓮縣,333630
2014-07-01,2014,7,花蓮縣,333707
2014-08-01,2014,8,花蓮縣,333733
2014-09-01,2014,9,花蓮縣,333531
2014-10-01,2014,10,苗栗縣,567044
2014-11-01,2014,11,苗栗縣,567202
2014-12-01,2014,12,苗栗縣,567132
2014-01-01,2014,1,苗栗縣,565661
2014-02-01,2014,2,苗栗縣,565666
2014-03-01,2014,3,苗栗縣,565693
2014-04-01,2014,4,苗栗縣,565965
2014-05-01,2014,5,苗栗縣,566262
2014-06-01,2014,6,苗栗縣,566446
2014-07-01,2014,7,苗栗縣,566704
2014-08-01,2014,8,苗栗縣,566818
2014-09-01,2014,9,苗栗縣,566918
2014-10-01,2014,10,連江縣,12512
2014-11-01,2014,11,連江縣,12528
2014-12-01,2014,12,連江縣,12506
2014-01-01,2014,1,連江縣,12195
2014-02-01,2014,2,連江縣,12228
2014-03-01,2014,3,連江縣,12311
2014-04-01,2014,4,連江縣,12342
2014-05-01,2014,5,連江縣,12365
2014-06-01,2014,6,連江縣,12426
2014-07-01,2014,7,連江縣,12461
2014-08-01,2014,8,連江縣,12438
2014-09-01,2014,9,連江縣,12481
2014-10-01,2014,10,金門縣,126562
2014-11-01,2014,11,金門縣,126964
2014-12-01,2014,12,金門縣,127723
2014-01-01,2014,1,金門縣,121261
2014-02-01,2014,2,金門縣,121749
2014-03-01,2014,3,金門縣,122296
2014-04-01,2014,4,金門縣,122956
2014-05-01,2014,5,金門縣,123512
2014-06-01,2014,6,金門縣,123947
2014-07-01,2014,7,金門縣,124616
2014-08-01,2014,8,金門縣,125089
2014-09-01,2014,9,金門縣,126156
2014-10-01,2014,10,雲林縣,706634
2014-11-01,2014,11,雲林縣,706174
2014-12-01,2014,12,雲林縣,705356
2014-01-01,2014,1,雲林縣,707389
2014-02-01,2014,2,雲林縣,707188
2014-03-01,2014,3,雲林縣,706958
2014-04-01,2014,4,雲林縣,707151
2014-05-01,2014,5,雲林縣,707199
2014-06-01,2014,6,雲林縣,707282
2014-07-01,2014,7,雲林縣,707199
2014-08-01,2014,8,雲林縣,706941
2014-09-01,2014,9,雲林縣,706688
2014-10-01,2014,10,高雄市,2777773
2014-11-01,2014,11,高雄市,2778155
2014-12-01,2014,12,高雄市,2778992
2014-01-01,2014,1,高雄市,2779790
2014-02-01,2014,2,高雄市,2779653
2014-03-01,2014,3,高雄市,2778669
2014-04-01,2014,4,高雄市,2778132
2014-05-01,2014,5,高雄市,2777415
2014-06-01,2014,6,高雄市,2777296
2014-07-01,2014,7,高雄市,2777240
2014-08-01,2014,8,高雄市,2777318
2014-09-01,2014,9,高雄市,2777461
2013-10-01,2013,10,南投縣,517701
2013-11-01,2013,11,南投縣,517460
2013-12-01,2013,12,南投縣,517222
2013-01-01,2013,1,南投縣,520043
2013-02-01,2013,2,南投縣,519921
2013-03-01,2013,3,南投縣,519733
2013-04-01,2013,4,南投縣,519426
2013-05-01,2013,5,南投縣,519055
2013-06-01,2013,6,南投縣,518738
2013-07-01,2013,7,南投縣,518531
2013-08-01,2013,8,南投縣,518312
2013-09-01,2013,9,南投縣,517984
2013-10-01,2013,10,嘉義市,270969
2013-11-01,2013,11,嘉義市,270934
2013-12-01,2013,12,嘉義市,270872
2013-01-01,2013,1,嘉義市,271256
2013-02-01,2013,2,嘉義市,271195
2013-03-01,2013,3,嘉義市,271240
2013-04-01,2013,4,嘉義市,271338
2013-05-01,2013,5,嘉義市,271312
2013-06-01,2013,6,嘉義市,271291
2013-07-01,2013,7,嘉義市,271223
2013-08-01,2013,8,嘉義市,271260
2013-09-01,2013,9,嘉義市,271106
2013-10-01,2013,10,嘉義縣,529750
2013-11-01,2013,11,嘉義縣,529568
2013-12-01,2013,12,嘉義縣,529229
2013-01-01,2013,1,嘉義縣,533404
2013-02-01,2013,2,嘉義縣,533106
2013-03-01,2013,3,嘉義縣,532541
2013-04-01,2013,4,嘉義縣,531949
2013-05-01,2013,5,嘉義縣,531492
2013-06-01,2013,6,嘉義縣,531026
2013-07-01,2013,7,嘉義縣,530718
2013-08-01,2013,8,嘉義縣,530365
2013-09-01,2013,9,嘉義縣,530004
2013-10-01,2013,10,基隆市,375204
2013-11-01,2013,11,基隆市,375063
2013-12-01,2013,12,基隆市,374914
2013-01-01,2013,1,基隆市,377021
2013-02-01,2013,2,基隆市,376856
2013-03-01,2013,3,基隆市,376659
2013-04-01,2013,4,基隆市,376564
2013-05-01,2013,5,基隆市,376372
2013-06-01,2013,6,基隆市,376082
2013-07-01,2013,7,基隆市,375834
2013-08-01,2013,8,基隆市,375755
2013-09-01,2013,9,基隆市,375413
2013-10-01,2013,10,宜蘭縣,458558
2013-11-01,2013,11,宜蘭縣,458514
2013-12-01,2013,12,宜蘭縣,458456
2013-01-01,2013,1,宜蘭縣,458599
2013-02-01,2013,2,宜蘭縣,458599
2013-03-01,2013,3,宜蘭縣,458599
2013-04-01,2013,4,宜蘭縣,458552
2013-05-01,2013,5,宜蘭縣,458582
2013-06-01,2013,6,宜蘭縣,458602
2013-07-01,2013,7,宜蘭縣,458636
2013-08-01,2013,8,宜蘭縣,458648
2013-09-01,2013,9,宜蘭縣,458580
2013-10-01,2013,10,屏東縣,853130
2013-11-01,2013,11,屏東縣,852837
2013-12-01,2013,12,屏東縣,852286
2013-01-01,2013,1,屏東縣,857939
2013-02-01,2013,2,屏東縣,857569
2013-03-01,2013,3,屏東縣,857017
2013-04-01,2013,4,屏東縣,856522
2013-05-01,2013,5,屏東縣,855733
2013-06-01,2013,6,屏東縣,855345
2013-07-01,2013,7,屏東縣,854789
2013-08-01,2013,8,屏東縣,854226
2013-09-01,2013,9,屏東縣,853607
2013-10-01,2013,10,彰化縣,1296420
2013-11-01,2013,11,彰化縣,1296160
2013-12-01,2013,12,彰化縣,1296013
2013-01-01,2013,1,彰化縣,1299724
2013-02-01,2013,2,彰化縣,1299549
2013-03-01,2013,3,彰化縣,1299274
2013-04-01,2013,4,彰化縣,1298913
2013-05-01,2013,5,彰化縣,1298286
2013-06-01,2013,6,彰化縣,1297968
2013-07-01,2013,7,彰化縣,1297666
2013-08-01,2013,8,彰化縣,1297167
2013-09-01,2013,9,彰化縣,1296660
2013-10-01,2013,10,新北市,3952335
2013-11-01,2013,11,新北市,3953858
2013-12-01,2013,12,新北市,3954929
2013-01-01,2013,1,新北市,3941239
2013-02-01,2013,2,新北市,3942202
2013-03-01,2013,3,新北市,3942882
2013-04-01,2013,4,新北市,3943421
2013-05-01,2013,5,新北市,3944955
2013-06-01,2013,6,新北市,3945789
2013-07-01,2013,7,新北市,3947608
2013-08-01,2013,8,新北市,3949765
2013-09-01,2013,9,新北市,3951381
2013-10-01,2013,10,新竹市,427850
2013-11-01,2013,11,新竹市,428080
2013-12-01,2013,12,新竹市,428483
2013-01-01,2013,1,新竹市,425450
2013-02-01,2013,2,新竹市,425702
2013-03-01,2013,3,新竹市,426145
2013-04-01,2013,4,新竹市,426464
2013-05-01,2013,5,新竹市,426856
2013-06-01,2013,6,新竹市,427050
2013-07-01,2013,7,新竹市,427137
2013-08-01,2013,8,新竹市,427265
2013-09-01,2013,9,新竹市,427561
2013-10-01,2013,10,新竹縣,529554
2013-11-01,2013,11,新竹縣,530004
2013-12-01,2013,12,新竹縣,530486
2013-01-01,2013,1,新竹縣,524559
2013-02-01,2013,2,新竹縣,524920
2013-03-01,2013,3,新竹縣,525327
2013-04-01,2013,4,新竹縣,525825
2013-05-01,2013,5,新竹縣,526438
2013-06-01,2013,6,新竹縣,526920
2013-07-01,2013,7,新竹縣,527609
2013-08-01,2013,8,新竹縣,528376
2013-09-01,2013,9,新竹縣,529175
2013-10-01,2013,10,桃園市,2041544
2013-11-01,2013,11,桃園市,2042668
2013-12-01,2013,12,桃園市,2044023
2013-01-01,2013,1,桃園市,2031837
2013-02-01,2013,2,桃園市,2032848
2013-03-01,2013,3,桃園市,2033634
2013-04-01,2013,4,桃園市,2034381
2013-05-01,2013,5,桃園市,2035552
2013-06-01,2013,6,桃園市,2036708
2013-07-01,2013,7,桃園市,2038147
2013-08-01,2013,8,桃園市,2039557
2013-09-01,2013,9,桃園市,2040629
2013-10-01,2013,10,澎湖縣,100090
2013-11-01,2013,11,澎湖縣,100233
2013-12-01,2013,12,澎湖縣,100400
2013-01-01,2013,1,澎湖縣,98927
2013-02-01,2013,2,澎湖縣,98919
2013-03-01,2013,3,澎湖縣,99032
2013-04-01,2013,4,澎湖縣,99117
2013-05-01,2013,5,澎湖縣,99241
2013-06-01,2013,6,澎湖縣,99276
2013-07-01,2013,7,澎湖縣,99387
2013-08-01,2013,8,澎湖縣,99462
2013-09-01,2013,9,澎湖縣,99516
2013-10-01,2013,10,臺中市,2698811
2013-11-01,2013,11,臺中市,2700300
2013-12-01,2013,12,臺中市,2701661
2013-01-01,2013,1,臺中市,2687052
2013-02-01,2013,2,臺中市,2688216
2013-03-01,2013,3,臺中市,2689659
2013-04-01,2013,4,臺中市,2690837
2013-05-01,2013,5,臺中市,2692563
2013-06-01,2013,6,臺中市,2693892
2013-07-01,2013,7,臺中市,2695353
2013-08-01,2013,8,臺中市,2696712
2013-09-01,2013,9,臺中市,2697665
2013-10-01,2013,10,臺北市,2682839
2013-11-01,2013,11,臺北市,2684567
2013-12-01,2013,12,臺北市,2686516
2013-01-01,2013,1,臺北市,2675033
2013-02-01,2013,2,臺北市,2676128
2013-03-01,2013,3,臺北市,2677771
2013-04-01,2013,4,臺北市,2679051
2013-05-01,2013,5,臺北市,2680296
2013-06-01,2013,6,臺北市,2681554
2013-07-01,2013,7,臺北市,2682372
2013-08-01,2013,8,臺北市,2682017
2013-09-01,2013,9,臺北市,2681584
2013-10-01,2013,10,臺南市,1882777
2013-11-01,2013,11,臺南市,1883114
2013-12-01,2013,12,臺南市,1883208
2013-01-01,2013,1,臺南市,1881905
2013-02-01,2013,2,臺南市,1882118
2013-03-01,2013,3,臺南市,1882369
2013-04-01,2013,4,臺南市,1882475
2013-05-01,2013,5,臺南市,1882352
2013-06-01,2013,6,臺南市,1882526
2013-07-01,2013,7,臺南市,1882620
2013-08-01,2013,8,臺南市,1882774
2013-09-01,2013,9,臺南市,1882803
2013-10-01,2013,10,臺東縣,224936
2013-11-01,2013,11,臺東縣,224875
2013-12-01,2013,12,臺東縣,224821
2013-01-01,2013,1,臺東縣,226093
2013-02-01,2013,2,臺東縣,226047
2013-03-01,2013,3,臺東縣,225898
2013-04-01,2013,4,臺東縣,225834
2013-05-01,2013,5,臺東縣,225558
2013-06-01,2013,6,臺東縣,225407
2013-07-01,2013,7,臺東縣,225270
2013-08-01,2013,8,臺東縣,225137
2013-09-01,2013,9,臺東縣,224989
2013-10-01,2013,10,花蓮縣,334014
2013-11-01,2013,11,花蓮縣,333961
2013-12-01,2013,12,花蓮縣,333897
2013-01-01,2013,1,花蓮縣,334989
2013-02-01,2013,2,花蓮縣,334991
2013-03-01,2013,3,花蓮縣,334872
2013-04-01,2013,4,花蓮縣,334712
2013-05-01,2013,5,花蓮縣,334513
2013-06-01,2013,6,花蓮縣,334468
2013-07-01,2013,7,花蓮縣,334302
2013-08-01,2013,8,花蓮縣,334128
2013-09-01,2013,9,花蓮縣,334039
2013-10-01,2013,10,苗栗縣,565252
2013-11-01,2013,11,苗栗縣,565369
2013-12-01,2013,12,苗栗縣,565554
2013-01-01,2013,1,苗栗縣,564223
2013-02-01,2013,2,苗栗縣,564343
2013-03-01,2013,3,苗栗縣,564386
2013-04-01,2013,4,苗栗縣,564354
2013-05-01,2013,5,苗栗縣,564492
2013-06-01,2013,6,苗栗縣,564647
2013-07-01,2013,7,苗栗縣,564806
2013-08-01,2013,8,苗栗縣,565023
2013-09-01,2013,9,苗栗縣,565107
2013-10-01,2013,10,連江縣,12079
2013-11-01,2013,11,連江縣,12111
2013-12-01,2013,12,連江縣,12165
2013-01-01,2013,1,連江縣,11417
2013-02-01,2013,2,連江縣,11512
2013-03-01,2013,3,連江縣,11595
2013-04-01,2013,4,連江縣,11637
2013-05-01,2013,5,連江縣,11702
2013-06-01,2013,6,連江縣,11771
2013-07-01,2013,7,連江縣,11869
2013-08-01,2013,8,連江縣,11955
2013-09-01,2013,9,連江縣,12041
2013-10-01,2013,10,金門縣,119534
2013-11-01,2013,11,金門縣,120037
2013-12-01,2013,12,金門縣,120713
2013-01-01,2013,1,金門縣,113755
2013-02-01,2013,2,金門縣,114191
2013-03-01,2013,3,金門縣,114867
2013-04-01,2013,4,金門縣,115601
2013-05-01,2013,5,金門縣,116168
2013-06-01,2013,6,金門縣,116570
2013-07-01,2013,7,金門縣,117229
2013-08-01,2013,8,金門縣,117845
2013-09-01,2013,9,金門縣,118924
2013-10-01,2013,10,雲林縣,708373
2013-11-01,2013,11,雲林縣,708044
2013-12-01,2013,12,雲林縣,707792
2013-01-01,2013,1,雲林縣,710829
2013-02-01,2013,2,雲林縣,710574
2013-03-01,2013,3,雲林縣,710269
2013-04-01,2013,4,雲林縣,709814
2013-05-01,2013,5,雲林縣,709698
2013-06-01,2013,6,雲林縣,709491
2013-07-01,2013,7,雲林縣,709202
2013-08-01,2013,8,雲林縣,708864
2013-09-01,2013,9,雲林縣,708574
2013-10-01,2013,10,高雄市,2779427
2013-11-01,2013,11,高雄市,2779563
2013-12-01,2013,12,高雄市,2779877
2013-01-01,2013,1,高雄市,2778798
2013-02-01,2013,2,高雄市,2779096
2013-03-01,2013,3,高雄市,2778936
2013-04-01,2013,4,高雄市,2778793
2013-05-01,2013,5,高雄市,2778920
2013-06-01,2013,6,高雄市,2779092
2013-07-01,2013,7,高雄市,2779416
2013-08-01,2013,8,高雄市,2779448
2013-09-01,2013,9,高雄市,2779246
2012-10-01,2012,10,南投縣,520289
2012-11-01,2012,11,南投縣,520278
2012-12-01,2012,12,南投縣,520196
2012-01-01,2012,1,南投縣,522562
2012-02-01,2012,2,南投縣,522201
2012-03-01,2012,3,南投縣,521902
2012-04-01,2012,4,南投縣,521804
2012-05-01,2012,5,南投縣,521452
2012-06-01,2012,6,南投縣,521218
2012-07-01,2012,7,南投縣,520992
2012-08-01,2012,8,南投縣,520640
2012-09-01,2012,9,南投縣,520374
2012-10-01,2012,10,嘉義市,271288
2012-11-01,2012,11,嘉義市,271283
2012-12-01,2012,12,嘉義市,271220
2012-01-01,2012,1,嘉義市,271524
2012-02-01,2012,2,嘉義市,271549
2012-03-01,2012,3,嘉義市,271464
2012-04-01,2012,4,嘉義市,271595
2012-05-01,2012,5,嘉義市,271695
2012-06-01,2012,6,嘉義市,271689
2012-07-01,2012,7,嘉義市,271588
2012-08-01,2012,8,嘉義市,271399
2012-09-01,2012,9,嘉義市,271339
2012-10-01,2012,10,嘉義縣,533985
2012-11-01,2012,11,嘉義縣,533933
2012-12-01,2012,12,嘉義縣,533723
2012-01-01,2012,1,嘉義縣,537628
2012-02-01,2012,2,嘉義縣,537072
2012-03-01,2012,3,嘉義縣,536373
2012-04-01,2012,4,嘉義縣,535845
2012-05-01,2012,5,嘉義縣,535353
2012-06-01,2012,6,嘉義縣,535045
2012-07-01,2012,7,嘉義縣,534686
2012-08-01,2012,8,嘉義縣,534387
2012-09-01,2012,9,嘉義縣,534178
2012-10-01,2012,10,基隆市,377309
2012-11-01,2012,11,基隆市,377259
2012-12-01,2012,12,基隆市,377153
2012-01-01,2012,1,基隆市,379742
2012-02-01,2012,2,基隆市,379416
2012-03-01,2012,3,基隆市,379021
2012-04-01,2012,4,基隆市,378886
2012-05-01,2012,5,基隆市,378522
2012-06-01,2012,6,基隆市,378301
2012-07-01,2012,7,基隆市,378032
2012-08-01,2012,8,基隆市,377744
2012-09-01,2012,9,基隆市,377537
2012-10-01,2012,10,宜蘭縣,458438
2012-11-01,2012,11,宜蘭縣,458548
2012-12-01,2012,12,宜蘭縣,458595
2012-01-01,2012,1,宜蘭縣,459018
2012-02-01,2012,2,宜蘭縣,458792
2012-03-01,2012,3,宜蘭縣,458611
2012-04-01,2012,4,宜蘭縣,458479
2012-05-01,2012,5,宜蘭縣,458511
2012-06-01,2012,6,宜蘭縣,458616
2012-07-01,2012,7,宜蘭縣,458514
2012-08-01,2012,8,宜蘭縣,458550
2012-09-01,2012,9,宜蘭縣,458432
2012-10-01,2012,10,屏東縣,859066
2012-11-01,2012,11,屏東縣,858739
2012-12-01,2012,12,屏東縣,858441
2012-01-01,2012,1,屏東縣,864081
2012-02-01,2012,2,屏東縣,863540
2012-03-01,2012,3,屏東縣,862946
2012-04-01,2012,4,屏東縣,862363
2012-05-01,2012,5,屏東縣,861928
2012-06-01,2012,6,屏東縣,861373
2012-07-01,2012,7,屏東縣,860759
2012-08-01,2012,8,屏東縣,860044
2012-09-01,2012,9,屏東縣,859423
2012-10-01,2012,10,彰化縣,1299606
2012-11-01,2012,11,彰化縣,1299692
2012-12-01,2012,12,彰化縣,1299868
2012-01-01,2012,1,彰化縣,1302754
2012-02-01,2012,2,彰化縣,1302193
2012-03-01,2012,3,彰化縣,1301506
2012-04-01,2012,4,彰化縣,1301053
2012-05-01,2012,5,彰化縣,1300589
2012-06-01,2012,6,彰化縣,1300618
2012-07-01,2012,7,彰化縣,1300223
2012-08-01,2012,8,彰化縣,1299734
2012-09-01,2012,9,彰化縣,1299446
2012-10-01,2012,10,新北市,3935072
2012-11-01,2012,11,新北市,3937149
2012-12-01,2012,12,新北市,3939305
2012-01-01,2012,1,新北市,3917945
2012-02-01,2012,2,新北市,3919597
2012-03-01,2012,3,新北市,3920761
2012-04-01,2012,4,新北市,3921580
2012-05-01,2012,5,新北市,3923969
2012-06-01,2012,6,新北市,3926188
2012-07-01,2012,7,新北市,3928418
2012-08-01,2012,8,新北市,3930638
2012-09-01,2012,9,新北市,3933061
2012-10-01,2012,10,新竹市,424099
2012-11-01,2012,11,新竹市,424533
2012-12-01,2012,12,新竹市,425071
2012-01-01,2012,1,新竹市,420342
2012-02-01,2012,2,新竹市,420588
2012-03-01,2012,3,新竹市,421041
2012-04-01,2012,4,新竹市,421432
2012-05-01,2012,5,新竹市,422013
2012-06-01,2012,6,新竹市,422554
2012-07-01,2012,7,新竹市,422883
2012-08-01,2012,8,新竹市,423318
2012-09-01,2012,9,新竹市,423692
2012-10-01,2012,10,新竹縣,522855
2012-11-01,2012,11,新竹縣,523333
2012-12-01,2012,12,新竹縣,523993
2012-01-01,2012,1,新竹縣,517853
2012-02-01,2012,2,新竹縣,518371
2012-03-01,2012,3,新竹縣,518831
2012-04-01,2012,4,新竹縣,519181
2012-05-01,2012,5,新竹縣,519704
2012-06-01,2012,6,新竹縣,520234
2012-07-01,2012,7,新竹縣,520776
2012-08-01,2012,8,新竹縣,521578
2012-09-01,2012,9,新竹縣,522376
2012-10-01,2012,10,桃園市,2027097
2012-11-01,2012,11,桃園市,2028628
2012-12-01,2012,12,桃園市,2030161
2012-01-01,2012,1,桃園市,2014216
2012-02-01,2012,2,桃園市,2015012
2012-03-01,2012,3,桃園市,2015933
2012-04-01,2012,4,桃園市,2017262
2012-05-01,2012,5,桃園市,2018663
2012-06-01,2012,6,桃園市,2020103
2012-07-01,2012,7,桃園市,2021677
2012-08-01,2012,8,桃園市,2024100
2012-09-01,2012,9,桃園市,2025716
2012-10-01,2012,10,澎湖縣,98612
2012-11-01,2012,11,澎湖縣,98745
2012-12-01,2012,12,澎湖縣,98843
2012-01-01,2012,1,澎湖縣,97248
