date,year,month,city,pop
2009-05-01,2009,5,彰化縣,1312239
2009-06-01,2009,6,彰化縣,1312165
2009-07-01,2009,7,彰化縣,1312031
2009-08-01,2009,8,彰化縣,1311761
2009-09-01,2009,9,彰化縣,1311529
2009-10-01,2009,10,新北市,3866378
2009-11-01,2009,11,新北市,3869879
2009-12-01,2009,12,新北市,3873653
2009-01-01,2009,1,新北市,3837077
2009-02-01,2009,2,新北市,3840405
2009-03-01,2009,3,新北市,3843790
2009-04-01,2009,4,新北市,3845345
2009-05-01,2009,5,新北市,3847554
2009-06-01,2009,6,新北市,3849492
2009-07-01,2009,7,新北市,3853180
2009-08-01,2009,8,新北市,3857840
2009-09-01,2009,9,新北市,3862640
2009-10-01,2009,10,新竹市,410399
2009-11-01,2009,11,新竹市,410950
2009-12-01,2009,12,新竹市,411587
2009-01-01,2009,1,新竹市,405931
2009-02-01,2009,2,新竹市,406471
2009-03-01,2009,3,新竹市,407319
2009-04-01,2009,4,新竹市,407760
2009-05-01,2009,5,新竹市,408047
2009-06-01,2009,6,新竹市,408466
2009-07-01,2009,7,新竹市,408869
2009-08-01,2009,8,新竹市,409365
2009-09-01,2009,9,新竹市,409911
2009-10-01,2009,10,新竹縣,509453
2009-11-01,2009,11,新竹縣,510058
2009-12-01,2009,12,新竹縣,510882
2009-01-01,2009,1,新竹縣,503655
2009-02-01,2009,2,新竹縣,504169
2009-03-01,2009,3,新竹縣,504768
2009-04-01,2009,4,新竹縣,505182
2009-05-01,2009,5,新竹縣,505855
2009-06-01,2009,6,新竹縣,506546
2009-07-01,2009,7,新竹縣,507329
2009-08-01,2009,8,新竹縣,508157
2009-09-01,2009,9,新竹縣,508883
2009-10-01,2009,10,桃園市,1974758
2009-11-01,2009,11,桃園市,1976897
2009-12-01,2009,12,桃園市,1978782
2009-01-01,2009,1,桃園市,1960336
2009-02-01,2009,2,桃園市,1961825
2009-03-01,2009,3,桃園市,1963546
2009-04-01,2009,4,桃園市,1964197
2009-05-01,2009,5,桃園市,1965313
2009-06-01,2009,6,桃園市,1967038
2009-07-01,2009,7,桃園市,1968574
2009-08-01,2009,8,桃園市,1970358
2009-09-01,2009,9,桃園市,1972635
2009-10-01,2009,10,澎湖縣,95751
2009-11-01,2009,11,澎湖縣,95942
2009-12-01,2009,12,澎湖縣,96210
2009-01-01,2009,1,澎湖縣,93446
2009-02-01,2009,2,澎湖縣,93701
2009-03-01,2009,3,澎湖縣,93973
2009-04-01,2009,4,澎湖縣,94259
2009-05-01,2009,5,澎湖縣,94576
2009-06-01,2009,6,澎湖縣,94886
2009-07-01,2009,7,澎湖縣,95156
2009-08-01,2009,8,澎湖縣,95292
2009-09-01,2009,9,澎湖縣,95445
2009-10-01,2009,10,臺中市,1071946
2009-11-01,2009,11,臺中市,1072738
2009-12-01,2009,12,臺中市,1073635
2009-01-01,2009,1,臺中市,1066843
2009-02-01,2009,2,臺中市,1067366
2009-03-01,2009,3,臺中市,1068537
2009-04-01,2009,4,臺中市,1068951
2009-05-01,2009,5,臺中市,1069354
2009-06-01,2009,6,臺中市,1070145
2009-07-01,2009,7,臺中市,1070657
2009-08-01,2009,8,臺中市,1070792
2009-09-01,2009,9,臺中市,1071117
2009-10-01,2009,10,臺中縣,1560637
2009-11-01,2009,11,臺中縣,1561342
2009-12-01,2009,12,臺中縣,1562126
2009-01-01,2009,1,臺中縣,1558611
2009-02-01,2009,2,臺中縣,1558862
2009-03-01,2009,3,臺中縣,1559454
2009-04-01,2009,4,臺中縣,1559174
2009-05-01,2009,5,臺中縣,1559198
2009-06-01,2009,6,臺中縣,1559178
2009-07-01,2009,7,臺中縣,1559433
2009-08-01,2009,8,臺中縣,1559703
2009-09-01,2009,9,臺中縣,1560064
2009-10-01,2009,10,臺北市,2608186
2009-11-01,2009,11,臺北市,2607879
2009-12-01,2009,12,臺北市,2607428
2009-01-01,2009,1,臺北市,2622090
2009-02-01,2009,2,臺北市,2620273
2009-03-01,2009,3,臺北市,2619920
2009-04-01,2009,4,臺北市,2618476
2009-05-01,2009,5,臺北市,2617566
2009-06-01,2009,6,臺北市,2616520
2009-07-01,2009,7,臺北市,2615285
2009-08-01,2009,8,臺北市,2612605
2009-09-01,2009,9,臺北市,2608596
2009-10-01,2009,10,臺南市,1874903
2009-11-01,2009,11,臺南市,1875146
2009-12-01,2009,12,臺南市,1875406
2009-01-01,2009,1,臺南市,1873549
2009-02-01,2009,2,臺南市,1873226
2009-03-01,2009,3,臺南市,1873678
2009-04-01,2009,4,臺南市,1873519
2009-05-01,2009,5,臺南市,1873754
2009-06-01,2009,6,臺南市,1873681
2009-07-01,2009,7,臺南市,1873923
2009-08-01,2009,8,臺南市,1874272
2009-09-01,2009,9,臺南市,1874312
2009-10-01,2009,10,臺東縣,232290
2009-11-01,2009,11,臺東縣,232382
2009-12-01,2009,12,臺東縣,232497
2009-01-01,2009,1,臺東縣,231863
2009-02-01,2009,2,臺東縣,231794
2009-03-01,2009,3,臺東縣,231893
2009-04-01,2009,4,臺東縣,231953
2009-05-01,2009,5,臺東縣,231930
2009-06-01,2009,6,臺東縣,232071
2009-07-01,2009,7,臺東縣,232277
2009-08-01,2009,8,臺東縣,232290
2009-09-01,2009,9,臺東縣,232235
2009-10-01,2009,10,花蓮縣,340910
2009-11-01,2009,11,花蓮縣,340949
2009-12-01,2009,12,花蓮縣,340964
2009-01-01,2009,1,花蓮縣,341504
2009-02-01,2009,2,花蓮縣,341263
2009-03-01,2009,3,花蓮縣,341222
2009-04-01,2009,4,花蓮縣,341046
2009-05-01,2009,5,花蓮縣,341032
2009-06-01,2009,6,花蓮縣,340903
2009-07-01,2009,7,花蓮縣,340947
2009-08-01,2009,8,花蓮縣,341001
2009-09-01,2009,9,花蓮縣,340875
2009-10-01,2009,10,苗栗縣,561315
2009-11-01,2009,11,苗栗縣,561549
2009-12-01,2009,12,苗栗縣,561744
2009-01-01,2009,1,苗栗縣,560616
2009-02-01,2009,2,苗栗縣,560548
2009-03-01,2009,3,苗栗縣,560644
2009-04-01,2009,4,苗栗縣,560646
2009-05-01,2009,5,苗栗縣,560631
2009-06-01,2009,6,苗栗縣,560581
2009-07-01,2009,7,苗栗縣,560794
2009-08-01,2009,8,苗栗縣,560975
2009-09-01,2009,9,苗栗縣,561097
2009-10-01,2009,10,連江縣,9890
2009-11-01,2009,11,連江縣,9899
2009-12-01,2009,12,連江縣,9919
2009-01-01,2009,1,連江縣,9750
2009-02-01,2009,2,連江縣,9768
2009-03-01,2009,3,連江縣,9761
2009-04-01,2009,4,連江縣,9771
2009-05-01,2009,5,連江縣,9779
2009-06-01,2009,6,連江縣,9798
2009-07-01,2009,7,連江縣,9861
2009-08-01,2009,8,連江縣,9860
2009-09-01,2009,9,連江縣,9882
2009-10-01,2009,10,金門縣,92602
2009-11-01,2009,11,金門縣,93107
2009-12-01,2009,12,金門縣,93803
2009-01-01,2009,1,金門縣,84841
2009-02-01,2009,2,金門縣,85555
2009-03-01,2009,3,金門縣,86264
2009-04-01,2009,4,金門縣,87456
2009-05-01,2009,5,金門縣,88134
2009-06-01,2009,6,金門縣,89471
2009-07-01,2009,7,金門縣,90531
2009-08-01,2009,8,金門縣,91261
2009-09-01,2009,9,金門縣,91890
2009-10-01,2009,10,雲林縣,722831
2009-11-01,2009,11,雲林縣,722777
2009-12-01,2009,12,雲林縣,722795
2009-01-01,2009,1,雲林縣,723700
2009-02-01,2009,2,雲林縣,723449
2009-03-01,2009,3,雲林縣,723274
2009-04-01,2009,4,雲林縣,722971
2009-05-01,2009,5,雲林縣,723038
2009-06-01,2009,6,雲林縣,723065
2009-07-01,2009,7,雲林縣,723111
2009-08-01,2009,8,雲林縣,722858
2009-09-01,2009,9,雲林縣,722607
2009-10-01,2009,10,高雄市,2769470
2009-11-01,2009,11,高雄市,2770205
2009-12-01,2009,12,高雄市,2770887
2009-01-01,2009,1,高雄市,2769866
2009-02-01,2009,2,高雄市,2769793
2009-03-01,2009,3,高雄市,2770050
2009-04-01,2009,4,高雄市,2769514
2009-05-01,2009,5,高雄市,2769187
2009-06-01,2009,6,高雄市,2769072
2009-07-01,2009,7,高雄市,2769414
2009-08-01,2009,8,高雄市,2768742
2009-09-01,2009,9,高雄市,2768717
2008-10-01,2008,10,南投縣,532034
2008-11-01,2008,11,南投縣,532059
2008-12-01,2008,12,南投縣,531753
2008-01-01,2008,1,南投縣,533607
2008-02-01,2008,2,南投縣,533501
2008-03-01,2008,3,南投縣,533320
2008-04-01,2008,4,南投縣,533170
2008-05-01,2008,5,南投縣,532883
2008-06-01,2008,6,南投縣,532762
2008-07-01,2008,7,南投縣,532615
2008-08-01,2008,8,南投縣,532422
2008-09-01,2008,9,南投縣,532074
2008-10-01,2008,10,嘉義市,274086
2008-11-01,2008,11,嘉義市,274064
2008-12-01,2008,12,嘉義市,273793
2008-01-01,2008,1,嘉義市,273137
2008-02-01,2008,2,嘉義市,273285
2008-03-01,2008,3,嘉義市,273422
2008-04-01,2008,4,嘉義市,273486
2008-05-01,2008,5,嘉義市,273675
2008-06-01,2008,6,嘉義市,273789
2008-07-01,2008,7,嘉義市,273967
2008-08-01,2008,8,嘉義市,274074
2008-09-01,2008,9,嘉義市,274032
2008-10-01,2008,10,嘉義縣,548603
2008-11-01,2008,11,嘉義縣,548612
2008-12-01,2008,12,嘉義縣,548731
2008-01-01,2008,1,嘉義縣,551154
2008-02-01,2008,2,嘉義縣,550759
2008-03-01,2008,3,嘉義縣,550344
2008-04-01,2008,4,嘉義縣,549828
2008-05-01,2008,5,嘉義縣,549454
2008-06-01,2008,6,嘉義縣,549265
2008-07-01,2008,7,嘉義縣,549002
2008-08-01,2008,8,嘉義縣,548754
2008-09-01,2008,9,嘉義縣,548652
2008-10-01,2008,10,基隆市,388976
2008-11-01,2008,11,基隆市,389035
2008-12-01,2008,12,基隆市,388979
2008-01-01,2008,1,基隆市,390216
2008-02-01,2008,2,基隆市,390084
2008-03-01,2008,3,基隆市,389915
2008-04-01,2008,4,基隆市,389730
2008-05-01,2008,5,基隆市,389600
2008-06-01,2008,6,基隆市,389443
2008-07-01,2008,7,基隆市,389213
2008-08-01,2008,8,基隆市,389134
2008-09-01,2008,9,基隆市,389087
2008-10-01,2008,10,宜蘭縣,461010
2008-11-01,2008,11,宜蘭縣,461043
2008-12-01,2008,12,宜蘭縣,460902
2008-01-01,2008,1,宜蘭縣,460319
2008-02-01,2008,2,宜蘭縣,460584
2008-03-01,2008,3,宜蘭縣,460656
2008-04-01,2008,4,宜蘭縣,460992
2008-05-01,2008,5,宜蘭縣,460918
2008-06-01,2008,6,宜蘭縣,461082
2008-07-01,2008,7,宜蘭縣,461126
2008-08-01,2008,8,宜蘭縣,461268
2008-09-01,2008,9,宜蘭縣,461094
2008-10-01,2008,10,屏東縣,885443
2008-11-01,2008,11,屏東縣,885316
2008-12-01,2008,12,屏東縣,884838
2008-01-01,2008,1,屏東縣,889319
2008-02-01,2008,2,屏東縣,888905
2008-03-01,2008,3,屏東縣,888504
2008-04-01,2008,4,屏東縣,887914
2008-05-01,2008,5,屏東縣,887275
2008-06-01,2008,6,屏東縣,886786
2008-07-01,2008,7,屏東縣,886514
2008-08-01,2008,8,屏東縣,886193
2008-09-01,2008,9,屏東縣,885640
2008-10-01,2008,10,彰化縣,1312611
2008-11-01,2008,11,彰化縣,1312948
2008-12-01,2008,12,彰化縣,1312935
2008-01-01,2008,1,彰化縣,1314311
2008-02-01,2008,2,彰化縣,1314453
2008-03-01,2008,3,彰化縣,1314253
2008-04-01,2008,4,彰化縣,1313669
2008-05-01,2008,5,彰化縣,1313264
2008-06-01,2008,6,彰化縣,1313003
2008-07-01,2008,7,彰化縣,1312737
2008-08-01,2008,8,彰化縣,1312642
2008-09-01,2008,9,彰化縣,1312427
2008-10-01,2008,10,新北市,3825164
2008-11-01,2008,11,新北市,3829368
2008-12-01,2008,12,新北市,3833730
2008-01-01,2008,1,新北市,3800575
2008-02-01,2008,2,新北市,3802970
2008-03-01,2008,3,新北市,3804969
2008-04-01,2008,4,新北市,3806380
2008-05-01,2008,5,新北市,3808875
2008-06-01,2008,6,新北市,3811043
2008-07-01,2008,7,新北市,3814784
2008-08-01,2008,8,新北市,3818201
2008-09-01,2008,9,新北市,3821823
2008-10-01,2008,10,新竹市,404109
2008-11-01,2008,11,新竹市,404723
2008-12-01,2008,12,新竹市,405371
2008-01-01,2008,1,新竹市,399599
2008-02-01,2008,2,新竹市,399957
2008-03-01,2008,3,新竹市,400430
2008-04-01,2008,4,新竹市,401108
2008-05-01,2008,5,新竹市,401825
2008-06-01,2008,6,新竹市,402368
2008-07-01,2008,7,新竹市,402695
2008-08-01,2008,8,新竹市,403272
2008-09-01,2008,9,新竹市,403638
2008-10-01,2008,10,新竹縣,502012
2008-11-01,2008,11,新竹縣,502625
2008-12-01,2008,12,新竹縣,503273
2008-01-01,2008,1,新竹縣,496422
2008-02-01,2008,2,新竹縣,496780
2008-03-01,2008,3,新竹縣,497245
2008-04-01,2008,4,新竹縣,497975
2008-05-01,2008,5,新竹縣,498777
2008-06-01,2008,6,新竹縣,499372
2008-07-01,2008,7,新竹縣,500025
2008-08-01,2008,8,新竹縣,500595
2008-09-01,2008,9,新竹縣,501312
2008-10-01,2008,10,桃園市,1954237
2008-11-01,2008,11,桃園市,1956516
2008-12-01,2008,12,桃園市,1958686
2008-01-01,2008,1,桃園市,1937045
2008-02-01,2008,2,桃園市,1938591
2008-03-01,2008,3,桃園市,1940014
2008-04-01,2008,4,桃園市,1941878
2008-05-01,2008,5,桃園市,1943756
2008-06-01,2008,6,桃園市,1945581
2008-07-01,2008,7,桃園市,1948004
2008-08-01,2008,8,桃園市,1950129
2008-09-01,2008,9,桃園市,1952321
2008-10-01,2008,10,澎湖縣,93104
2008-11-01,2008,11,澎湖縣,93181
2008-12-01,2008,12,澎湖縣,93308
2008-01-01,2008,1,澎湖縣,92423
2008-02-01,2008,2,澎湖縣,92384
2008-03-01,2008,3,澎湖縣,92363
2008-04-01,2008,4,澎湖縣,92415
2008-05-01,2008,5,澎湖縣,92458
2008-06-01,2008,6,澎湖縣,92602
2008-07-01,2008,7,澎湖縣,92769
2008-08-01,2008,8,澎湖縣,92907
2008-09-01,2008,9,澎湖縣,92984
2008-10-01,2008,10,臺中市,1064440
2008-11-01,2008,11,臺中市,1065093
2008-12-01,2008,12,臺中市,1066128
2008-01-01,2008,1,臺中市,1056993
2008-02-01,2008,2,臺中市,1057781
2008-03-01,2008,3,臺中市,1058529
2008-04-01,2008,4,臺中市,1059821
2008-05-01,2008,5,臺中市,1061065
2008-06-01,2008,6,臺中市,1062244
2008-07-01,2008,7,臺中市,1062937
2008-08-01,2008,8,臺中市,1063429
2008-09-01,2008,9,臺中市,1063800
2008-10-01,2008,10,臺中縣,1556176
2008-11-01,2008,11,臺中縣,1557301
2008-12-01,2008,12,臺中縣,1557944
2008-01-01,2008,1,臺中縣,1551722
2008-02-01,2008,2,臺中縣,1552215
2008-03-01,2008,3,臺中縣,1552511
2008-04-01,2008,4,臺中縣,1552711
2008-05-01,2008,5,臺中縣,1552886
2008-06-01,2008,6,臺中縣,1553446
2008-07-01,2008,7,臺中縣,1554266
2008-08-01,2008,8,臺中縣,1554993
2008-09-01,2008,9,臺中縣,1555418
2008-10-01,2008,10,臺北市,2622539
2008-11-01,2008,11,臺北市,2622125
2008-12-01,2008,12,臺北市,2622923
2008-01-01,2008,1,臺北市,2629689
2008-02-01,2008,2,臺北市,2630966
2008-03-01,2008,3,臺北市,2631605
2008-04-01,2008,4,臺北市,2630966
2008-05-01,2008,5,臺北市,2630515
2008-06-01,2008,6,臺北市,2630191
2008-07-01,2008,7,臺北市,2628699
2008-08-01,2008,8,臺北市,2626114
2008-09-01,2008,9,臺北市,2622933
2008-10-01,2008,10,臺南市,1872456
2008-11-01,2008,11,臺南市,1873006
2008-12-01,2008,12,臺南市,1873005
2008-01-01,2008,1,臺南市,1870347
2008-02-01,2008,2,臺南市,1870444
2008-03-01,2008,3,臺南市,1870779
2008-04-01,2008,4,臺南市,1871198
2008-05-01,2008,5,臺南市,1871398
2008-06-01,2008,6,臺南市,1871509
2008-07-01,2008,7,臺南市,1871852
2008-08-01,2008,8,臺南市,1872030
2008-09-01,2008,9,臺南市,1872070
2008-10-01,2008,10,臺東縣,232063
2008-11-01,2008,11,臺東縣,232055
2008-12-01,2008,12,臺東縣,231849
2008-01-01,2008,1,臺東縣,233609
2008-02-01,2008,2,臺東縣,233491
2008-03-01,2008,3,臺東縣,233310
2008-04-01,2008,4,臺東縣,233176
2008-05-01,2008,5,臺東縣,232891
2008-06-01,2008,6,臺東縣,232663
2008-07-01,2008,7,臺東縣,232452
2008-08-01,2008,8,臺東縣,232258
2008-09-01,2008,9,臺東縣,232107
2008-10-01,2008,10,花蓮縣,341792
2008-11-01,2008,11,花蓮縣,341709
2008-12-01,2008,12,花蓮縣,341433
2008-01-01,2008,1,花蓮縣,343262
2008-02-01,2008,2,花蓮縣,343142
2008-03-01,2008,3,花蓮縣,343026
2008-04-01,2008,4,花蓮縣,342898
2008-05-01,2008,5,花蓮縣,342700
2008-06-01,2008,6,花蓮縣,342516
2008-07-01,2008,7,花蓮縣,342400
2008-08-01,2008,8,花蓮縣,342003
2008-09-01,2008,9,花蓮縣,341843
2008-10-01,2008,10,苗栗縣,560167
2008-11-01,2008,11,苗栗縣,560397
2008-12-01,2008,12,苗栗縣,560397
2008-01-01,2008,1,苗栗縣,560197
2008-02-01,2008,2,苗栗縣,560159
2008-03-01,2008,3,苗栗縣,560142
2008-04-01,2008,4,苗栗縣,559920
2008-05-01,2008,5,苗栗縣,559861
2008-06-01,2008,6,苗栗縣,559851
2008-07-01,2008,7,苗栗縣,559914
2008-08-01,2008,8,苗栗縣,559904
2008-09-01,2008,9,苗栗縣,559959
2008-10-01,2008,10,連江縣,9831
2008-11-01,2008,11,連江縣,9807
2008-12-01,2008,12,連江縣,9755
2008-01-01,2008,1,連江縣,9954
2008-02-01,2008,2,連江縣,9954
2008-03-01,2008,3,連江縣,9978
2008-04-01,2008,4,連江縣,9986
2008-05-01,2008,5,連江縣,9958
2008-06-01,2008,6,連江縣,9941
2008-07-01,2008,7,連江縣,9884
2008-08-01,2008,8,連江縣,9855
2008-09-01,2008,9,連江縣,9832
2008-10-01,2008,10,金門縣,83735
2008-11-01,2008,11,金門縣,84108
2008-12-01,2008,12,金門縣,84570
2008-01-01,2008,1,金門縣,81903
2008-02-01,2008,2,金門縣,82063
2008-03-01,2008,3,金門縣,82323
2008-04-01,2008,4,金門縣,82768
2008-05-01,2008,5,金門縣,83078
2008-06-01,2008,6,金門縣,83225
2008-07-01,2008,7,金門縣,83329
2008-08-01,2008,8,金門縣,83497
2008-09-01,2008,9,金門縣,83619
2008-10-01,2008,10,雲林縣,724311
2008-11-01,2008,11,雲林縣,724238
2008-12-01,2008,12,雲林縣,723674
2008-01-01,2008,1,雲林縣,725376
2008-02-01,2008,2,雲林縣,725427
2008-03-01,2008,3,雲林縣,725378
2008-04-01,2008,4,雲林縣,725491
2008-05-01,2008,5,雲林縣,725468
2008-06-01,2008,6,雲林縣,725237
2008-07-01,2008,7,雲林縣,724994
2008-08-01,2008,8,雲林縣,724638
2008-09-01,2008,9,雲林縣,724334
2008-10-01,2008,10,高雄市,2767358
2008-11-01,2008,11,高雄市,2768343
2008-12-01,2008,12,高雄市,2769054
2008-01-01,2008,1,高雄市,2765280
2008-02-01,2008,2,高雄市,2765727
2008-03-01,2008,3,高雄市,2765784
2008-04-01,2008,4,高雄市,2765806
2008-05-01,2008,5,高雄市,2765848
2008-06-01,2008,6,高雄市,2766343
2008-07-01,2008,7,高雄市,2766649
2008-08-01,2008,8,高雄市,2766755
2008-09-01,2008,9,高雄市,2766738
2007-10-01,2007,10,南投縣,533731
2007-11-01,2007,11,南投縣,533709
2007-12-01,2007,12,南投縣,533717
2007-01-01,2007,1,南投縣,534997
2007-02-01,2007,2,南投縣,534927
2007-03-01,2007,3,南投縣,534724
2007-04-01,2007,4,南投縣,534530
2007-05-01,2007,5,南投縣,534186
2007-06-01,2007,6,南投縣,533903
2007-07-01,2007,7,南投縣,533899
2007-08-01,2007,8,南投縣,533782
2007-09-01,2007,9,南投縣,533494
2007-10-01,2007,10,嘉義市,272851
2007-11-01,2007,11,嘉義市,272899
2007-12-01,2007,12,嘉義市,273075
2007-01-01,2007,1,嘉義市,272431
2007-02-01,2007,2,嘉義市,272278
2007-03-01,2007,3,嘉義市,272221
2007-04-01,2007,4,嘉義市,272434
2007-05-01,2007,5,嘉義市,272471
2007-06-01,2007,6,嘉義市,272718
2007-07-01,2007,7,嘉義市,272811
2007-08-01,2007,8,嘉義市,272797
2007-09-01,2007,9,嘉義市,272804
2007-10-01,2007,10,嘉義縣,551409
2007-11-01,2007,11,嘉義縣,551363
2007-12-01,2007,12,嘉義縣,551345
2007-01-01,2007,1,嘉義縣,553458
2007-02-01,2007,2,嘉義縣,553216
2007-03-01,2007,3,嘉義縣,552819
2007-04-01,2007,4,嘉義縣,552446
2007-05-01,2007,5,嘉義縣,552273
2007-06-01,2007,6,嘉義縣,551993
2007-07-01,2007,7,嘉義縣,551880
2007-08-01,2007,8,嘉義縣,551734
2007-09-01,2007,9,嘉義縣,551498
2007-10-01,2007,10,基隆市,390310
2007-11-01,2007,11,基隆市,390339
2007-12-01,2007,12,基隆市,390397
2007-01-01,2007,1,基隆市,390631
2007-02-01,2007,2,基隆市,390495
2007-03-01,2007,3,基隆市,390412
2007-04-01,2007,4,基隆市,390455
2007-05-01,2007,5,基隆市,390380
2007-06-01,2007,6,基隆市,390299
2007-07-01,2007,7,基隆市,390229
2007-08-01,2007,8,基隆市,390185
2007-09-01,2007,9,基隆市,390188
2007-10-01,2007,10,宜蘭縣,460218
2007-11-01,2007,11,宜蘭縣,460358
2007-12-01,2007,12,宜蘭縣,460398
2007-01-01,2007,1,宜蘭縣,460354
2007-02-01,2007,2,宜蘭縣,460343
2007-03-01,2007,3,宜蘭縣,460211
2007-04-01,2007,4,宜蘭縣,460265
2007-05-01,2007,5,宜蘭縣,460161
2007-06-01,2007,6,宜蘭縣,460133
2007-07-01,2007,7,宜蘭縣,460211
2007-08-01,2007,8,宜蘭縣,460312
2007-09-01,2007,9,宜蘭縣,460193
2007-10-01,2007,10,屏東縣,889793
2007-11-01,2007,11,屏東縣,889698
2007-12-01,2007,12,屏東縣,889563
2007-01-01,2007,1,屏東縣,893124
2007-02-01,2007,2,屏東縣,892522
2007-03-01,2007,3,屏東縣,891915
2007-04-01,2007,4,屏東縣,891587
2007-05-01,2007,5,屏東縣,891058
2007-06-01,2007,6,屏東縣,890753
2007-07-01,2007,7,屏東縣,890573
2007-08-01,2007,8,屏東縣,890227
2007-09-01,2007,9,屏東縣,889806
2007-10-01,2007,10,彰化縣,1313798
2007-11-01,2007,11,彰化縣,1314013
2007-12-01,2007,12,彰化縣,1314354
2007-01-01,2007,1,彰化縣,1314903
2007-02-01,2007,2,彰化縣,1315067
2007-03-01,2007,3,彰化縣,1314822
2007-04-01,2007,4,彰化縣,1314711
2007-05-01,2007,5,彰化縣,1314225
2007-06-01,2007,6,彰化縣,1313986
2007-07-01,2007,7,彰化縣,1314018
2007-08-01,2007,8,彰化縣,1313922
2007-09-01,2007,9,彰化縣,1313709
2007-10-01,2007,10,新北市,3792402
2007-11-01,2007,11,新北市,3794929
2007-12-01,2007,12,新北市,3798015
2007-01-01,2007,1,新北市,3770631
2007-02-01,2007,2,新北市,3770748
2007-03-01,2007,3,新北市,3771528
2007-04-01,2007,4,新北市,3773177
2007-05-01,2007,5,新北市,3776501
2007-06-01,2007,6,新北市,3779219
2007-07-01,2007,7,新北市,3782184
2007-08-01,2007,8,新北市,3785828
2007-09-01,2007,9,新北市,3789488
2007-10-01,2007,10,新竹市,398032
2007-11-01,2007,11,新竹市,398539
2007-12-01,2007,12,新竹市,399035
2007-01-01,2007,1,新竹市,394993
2007-02-01,2007,2,新竹市,394893
2007-03-01,2007,3,新竹市,396261
2007-04-01,2007,4,新竹市,396402
2007-05-01,2007,5,新竹市,396739
2007-06-01,2007,6,新竹市,396983
2007-07-01,2007,7,新竹市,396982
2007-08-01,2007,8,新竹市,397273
2007-09-01,2007,9,新竹市,397577
2007-10-01,2007,10,新竹縣,494780
2007-11-01,2007,11,新竹縣,495351
2007-12-01,2007,12,新竹縣,495821
2007-01-01,2007,1,新竹縣,488312
2007-02-01,2007,2,新竹縣,488825
2007-03-01,2007,3,新竹縣,489334
2007-04-01,2007,4,新竹縣,490019
2007-05-01,2007,5,新竹縣,490714
2007-06-01,2007,6,新竹縣,491405
2007-07-01,2007,7,新竹縣,492309
2007-08-01,2007,8,新竹縣,493406
2007-09-01,2007,9,新竹縣,494225
2007-10-01,2007,10,桃園市,1930818
2007-11-01,2007,11,桃園市,1932908
2007-12-01,2007,12,桃園市,1934968
2007-01-01,2007,1,桃園市,1912875
2007-02-01,2007,2,桃園市,1913879
2007-03-01,2007,3,桃園市,1915521
2007-04-01,2007,4,桃園市,1917187
2007-05-01,2007,5,桃園市,1919487
2007-06-01,2007,6,桃園市,1921526
2007-07-01,2007,7,桃園市,1923945
2007-08-01,2007,8,桃園市,1926895
2007-09-01,2007,9,桃園市,1928968
2007-10-01,2007,10,澎湖縣,92174
2007-11-01,2007,11,澎湖縣,92239
2007-12-01,2007,12,澎湖縣,92390
2007-01-01,2007,1,澎湖縣,91850
2007-02-01,2007,2,澎湖縣,91886
2007-03-01,2007,3,澎湖縣,91950
2007-04-01,2007,4,澎湖縣,92023
2007-05-01,2007,5,澎湖縣,92059
2007-06-01,2007,6,澎湖縣,92077
2007-07-01,2007,7,澎湖縣,92142
2007-08-01,2007,8,澎湖縣,92163
2007-09-01,2007,9,澎湖縣,92157
2007-10-01,2007,10,臺中市,1053828
2007-11-01,2007,11,臺中市,1054842
2007-12-01,2007,12,臺中市,1055898
2007-01-01,2007,1,臺中市,1044896
2007-02-01,2007,2,臺中市,1045210
2007-03-01,2007,3,臺中市,1046372
2007-04-01,2007,4,臺中市,1047692
2007-05-01,2007,5,臺中市,1049056
2007-06-01,2007,6,臺中市,1050160
2007-07-01,2007,7,臺中市,1051090
2007-08-01,2007,8,臺中市,1052108
2007-09-01,2007,9,臺中市,1052946
2007-10-01,2007,10,臺中縣,1548976
2007-11-01,2007,11,臺中縣,1549852
2007-12-01,2007,12,臺中縣,1550896
2007-01-01,2007,1,臺中縣,1543719
2007-02-01,2007,2,臺中縣,1544207
2007-03-01,2007,3,臺中縣,1544771
2007-04-01,2007,4,臺中縣,1545017
2007-05-01,2007,5,臺中縣,1545524
2007-06-01,2007,6,臺中縣,1546114
2007-07-01,2007,7,臺中縣,1546890
2007-08-01,2007,8,臺中縣,1548034
2007-09-01,2007,9,臺中縣,1548435
2007-10-01,2007,10,臺北市,2626104
2007-11-01,2007,11,臺北市,2627527
2007-12-01,2007,12,臺北市,2629269
2007-01-01,2007,1,臺北市,2630872
2007-02-01,2007,2,臺北市,2629106
2007-03-01,2007,3,臺北市,2626273
2007-04-01,2007,4,臺北市,2627146
2007-05-01,2007,5,臺北市,2627232
2007-06-01,2007,6,臺北市,2627990
2007-07-01,2007,7,臺北市,2628330
2007-08-01,2007,8,臺北市,2627253
2007-09-01,2007,9,臺北市,2625359
2007-10-01,2007,10,臺南市,1868817
2007-11-01,2007,11,臺南市,1869396
2007-12-01,2007,12,臺南市,1870061
2007-01-01,2007,1,臺南市,1866566
2007-02-01,2007,2,臺南市,1866873
2007-03-01,2007,3,臺南市,1867178
2007-04-01,2007,4,臺南市,1867498
2007-05-01,2007,5,臺南市,1867869
2007-06-01,2007,6,臺南市,1868001
2007-07-01,2007,7,臺南市,1868306
