date,year_x,month_x,city,theft_cases,traffic_accident_cases,alcohol_drive_cases,general_injury_cases,total_crime_exclude_traffic,sexual_assault_cases,violent_crime_cases,drug_cases,pop,station,sunshine_hours,avg_humidity,avg_temp,rainy_days,precipitation
2011/10/1,2011,10,南投縣,187,13,122,26,570,11,12,96,523176,日月潭,123.3,84,20.9,10,56
2011/10/1,2011,10,嘉義市,134,6,72,11,371,3,4,43,271644,嘉義,166.5,81,24.9,5,25.8
2011/10/1,2011,10,基隆市,147,13,61,24,489,6,11,148,380501,基隆,24.4,79,23.8,21,473.2
2011/10/1,2011,10,宜蘭縣,135,29,104,19,425,10,3,50,459296,宜蘭,33.5,82,23.2,23,579.6
2011/10/1,2011,10,屏東縣,261,28,133,23,834,21,17,204,865515,恆春,154.2,74,26.3,9,190.2
2011/10/1,2011,10,新竹市,169,22,99,26,430,4,4,42,418927,新竹,156.6,78,24.5,9,48
2011/10/1,2011,10,澎湖縣,13,2,25,6,86,,1,10,97007,澎湖,137.5,75,25,2,7.5
2011/10/1,2011,10,臺中市,958,9,258,65,2284,47,38,246,2661290,臺中,188.6,70,26,5,13.3
2011/10/1,2011,10,臺北市,888,191,387,249,3589,28,36,341,2643136,臺北,53.3,77,24.1,13,92.6
2011/10/1,2011,10,臺南市,885,113,344,79,2076,24,29,236,1876312,臺南,165.2,72,26.2,7,27.8
2011/10/1,2011,10,臺東縣,22,,19,3,105,8,1,31,228454,臺東,122.2,76,25.5,15,404.6
2011/10/1,2011,10,花蓮縣,126,15,49,40,403,18,1,47,336885,花蓮,70.6,76,24.7,15,487
2011/10/1,2011,10,連江縣,1,,,,3,,,1,10084,馬祖,123,79,21.3,10,61.5
2011/10/1,2011,10,金門縣,4,1,7,5,34,1,,,102827,金門,173.2,69,23.6,3,1.5
2011/10/1,2011,10,高雄市,1936,155,632,156,4520,41,75,564,2773526,高雄,167.4,77,27,7,55
2011/11/1,2011,11,南投縣,168,13,96,27,545,14,4,84,522963,日月潭,127.7,85,19.4,10,177
2011/11/1,2011,11,嘉義市,105,1,71,5,304,3,4,46,271594,嘉義,108,84,23.2,8,180.6
2011/11/1,2011,11,基隆市,90,6,41,11,377,8,7,165,380281,基隆,38,83,22.4,24,896.1
2011/11/1,2011,11,宜蘭縣,90,21,118,13,387,7,2,60,459227,宜蘭,59.4,84,22,25,622.8
2011/11/1,2011,11,屏東縣,293,18,128,26,878,15,13,190,864979,恆春,127.7,76,25.2,14,134.1
2011/11/1,2011,11,新竹市,151,26,106,22,447,4,1,47,419384,新竹,105.9,81,22.8,14,221.1
2011/11/1,2011,11,澎湖縣,16,3,20,9,75,,,6,97091,澎湖,62.8,82,23.1,9,161.7
2011/11/1,2011,11,臺中市,904,16,274,67,2338,57,27,267,2662770,臺中,130.1,78,23.8,10,150.7
2011/11/1,2011,11,臺北市,821,186,380,222,3396,27,39,388,2647122,臺北,74.5,79,22.9,18,231.2
2011/11/1,2011,11,臺南市,828,105,296,60,1926,30,26,225,1876706,臺南,97.2,79,24.1,9,203.5
2011/11/1,2011,11,臺東縣,47,,17,1,113,3,2,19,228430,臺東,98.5,78,23.8,16,559
2011/11/1,2011,11,花蓮縣,131,17,29,15,370,7,4,54,336836,花蓮,81.5,78,23,15,517.5
2011/11/1,2011,11,連江縣,,1,,1,3,,,,10104,馬祖,53.7,84,18.9,15,185.2
2011/11/1,2011,11,金門縣,7,3,9,3,46,1,,1,103340,金門,122.3,78,21,8,167.9
2011/11/1,2011,11,高雄市,1931,189,669,183,4662,44,29,568,2773855,高雄,130.2,79,25.2,10,172.5
2011/12/1,2011,12,南投縣,201,17,99,38,517,8,9,24,522807,日月潭,103.4,84,15,10,47
2011/12/1,2011,12,嘉義市,92,,56,7,323,3,1,73,271526,嘉義,87.6,78,17.9,8,19.5
2011/12/1,2011,12,基隆市,61,10,47,6,289,7,9,84,379927,基隆,17.2,83,16.7,27,523.1
2011/12/1,2011,12,宜蘭縣,87,29,140,20,368,11,,25,459061,宜蘭,21,84,16.6,23,434.5
2011/12/1,2011,12,屏東縣,265,8,147,13,779,13,14,115,864529,恆春,106.6,72,21.3,8,29.9
2011/12/1,2011,12,新竹市,167,24,111,27,427,7,,19,420052,新竹,77.7,82,16.6,14,69.1
2011/12/1,2011,12,澎湖縣,6,4,13,7,77,1,,14,97157,澎湖,52.6,76,17.8,5,19.2
2011/12/1,2011,12,臺中市,866,5,261,64,2111,47,25,187,2664394,臺中,139.4,72,17.8,7,37.1
2011/12/1,2011,12,臺北市,805,223,317,181,3163,20,22,268,2650968,臺北,23.5,83,16.7,20,159.4
2011/12/1,2011,12,臺南市,779,104,368,51,1827,38,34,156,1876960,臺南,92.7,75,18.4,3,4.4
2011/12/1,2011,12,臺東縣,18,1,14,1,74,15,3,5,228290,臺東,44.7,74,19.9,14,50.5
2011/12/1,2011,12,花蓮縣,130,10,50,15,371,9,2,32,336838,花蓮,28.5,74,19,17,126.5
2011/12/1,2011,12,連江縣,2,,1,1,5,,,1,10106,馬祖,59.9,73,12,7,18.8
2011/12/1,2011,12,金門縣,1,7,7,5,34,,1,1,103883,金門,124.9,67,14.9,1,1
2011/12/1,2011,12,高雄市,1641,174,746,135,4068,35,39,428,2774470,高雄,93.4,76,20.1,6,40.5
2011/1/1,2011,1,南投縣,213,24,129,39,671,6,11,116,526179,日月潭,87.9,81,12.5,8,58
2011/1/1,2011,1,嘉義市,119,11,78,13,403,7,3,77,272320,嘉義,115.7,80,14.7,7,25.7
2011/1/1,2011,1,基隆市,114,15,76,17,494,5,5,177,383680,基隆,1.3,79,13.6,30,431.7
2011/1/1,2011,1,宜蘭縣,224,24,102,16,592,3,3,121,460368,宜蘭,19.9,84,13.9,28,136.3
2011/1/1,2011,1,屏東縣,381,25,217,28,1135,16,19,154,872893,恆春,109.5,70,19.2,5,12.4
2011/1/1,2011,1,新竹市,316,28,137,14,741,4,3,85,415557,新竹,49.1,86,13.3,16,74.6
2011/1/1,2011,1,澎湖縣,16,1,27,2,94,,,22,96926,澎湖,29.1,79,14.2,4,8.7
2011/1/1,2011,1,臺中市,1620,9,206,35,3027,29,24,352,2649311,臺中,129.1,74,14.9,5,35.4
2011/1/1,2011,1,臺北市,1113,229,317,229,3872,26,45,370,2622883,臺北,17.1,83,13.7,25,71.9
2011/1/1,2011,1,臺南市,1007,100,333,71,2199,12,32,193,1873406,臺南,113.5,74,15.4,4,6.7
2011/1/1,2011,1,臺東縣,54,1,22,,139,6,2,31,230513,臺東,51.9,68,17.7,6,14.9
2011/1/1,2011,1,花蓮縣,159,10,86,27,506,14,7,56,338634,花蓮,44.3,71,16.4,11,18.1
2011/1/1,2011,1,連江縣,1,,,,2,,,,9959,馬祖,45.7,76,7.1,8,16.9
2011/1/1,2011,1,金門縣,8,6,11,5,37,,,,97733,金門,88.5,70,10.6,3,3.1
2011/1/1,2011,1,高雄市,2569,171,644,176,5359,51,115,517,2773433,高雄,130.2,72,17.5,5,7.7
2011/2/1,2011,2,南投縣,235,14,129,25,568,4,3,58,525940,日月潭,154.7,76,14.8,6,22.2
2011/2/1,2011,2,嘉義市,109,1,71,14,324,2,2,37,272234,嘉義,157,81,16.9,5,19.9
2011/2/1,2011,2,基隆市,145,7,66,15,513,1,4,184,383352,基隆,54.4,79,16.3,18,267.2
2011/2/1,2011,2,宜蘭縣,138,18,116,19,452,1,4,85,460220,宜蘭,81.8,80,17.1,15,50.7
2011/2/1,2011,2,屏東縣,422,8,242,16,1182,15,18,155,872262,恆春,164.5,73,21.3,4,18.5
2011/2/1,2011,2,新竹市,214,12,164,23,620,4,5,65,415797,新竹,94.6,86,15.2,9,63.1
2011/2/1,2011,2,澎湖縣,18,3,16,10,71,1,1,7,96854,澎湖,98.2,82,15.6,5,10.8
2011/2/1,2011,2,臺中市,1289,15,146,28,2398,26,14,241,2649892,臺中,162.4,74,17.2,8,27.6
2011/2/1,2011,2,臺北市,881,140,377,215,3188,23,27,222,2624791,臺北,87.8,78,16.9,14,68
2011/2/1,2011,2,臺南市,797,82,359,61,1949,7,22,203,1873176,臺南,186.5,73,17.9,4,7.7
2011/2/1,2011,2,臺東縣,81,,23,2,185,2,2,58,230314,臺東,124.1,69,20.3,6,16.6
2011/2/1,2011,2,花蓮縣,233,17,90,32,571,11,6,55,338481,花蓮,98.5,73,18.7,11,57.8
2011/2/1,2011,2,連江縣,,1,1,2,4,,,,9937,馬祖,87.4,84,9.1,10,55.4
2011/2/1,2011,2,金門縣,7,1,12,5,42,,,8,97969,金門,132.9,77,12.6,4,19.1
2011/2/1,2011,2,高雄市,2306,115,898,134,4994,24,73,547,2772929,高雄,212.8,72,20.1,2,3.5
2011/3/1,2011,3,南投縣,196,19,136,27,591,6,5,85,525553,日月潭,90.5,83,15,10,46.3
2011/3/1,2011,3,嘉義市,121,7,52,12,382,7,4,58,272181,嘉義,99,77,18,7,49.7
2011/3/1,2011,3,基隆市,96,11,45,14,407,6,7,134,382865,基隆,43.9,74,15.7,19,243.1
2011/3/1,2011,3,宜蘭縣,103,21,72,19,362,11,5,59,460036,宜蘭,47.7,79,16,19,183
2011/3/1,2011,3,屏東縣,285,23,265,30,1107,7,13,225,871462,恆春,138.9,71,20.9,3,5
2011/3/1,2011,3,新竹市,144,17,89,21,499,4,1,75,416191,新竹,52.4,82,15.5,10,90
2011/3/1,2011,3,澎湖縣,14,2,12,5,61,,,7,96789,澎湖,90.8,74,18,6,19.5
2011/3/1,2011,3,臺中市,1256,12,190,59,2706,57,26,393,2651152,臺中,109.6,69,18.2,8,33.2
2011/3/1,2011,3,臺北市,876,223,319,217,3908,36,30,361,2627677,臺北,55,74,16.2,12,119.1
2011/3/1,2011,3,臺南市,838,119,378,85,2067,21,38,134,1872933,臺南,135.5,68,19.2,3,4.7
2011/3/1,2011,3,臺東縣,30,1,17,,104,10,3,28,230140,臺東,15.5,69,19.2,11,11.1
2011/3/1,2011,3,花蓮縣,141,18,120,38,520,18,13,48,338276,花蓮,34.3,74,17.8,15,95.7
2011/3/1,2011,3,連江縣,,1,1,,4,,,,9970,馬祖,86.4,78,10.5,10,16.9
2011/3/1,2011,3,金門縣,2,2,11,4,45,1,2,5,98186,金門,95.2,66,13.9,4,16
2011/3/1,2011,3,高雄市,2384,163,754,185,5442,50,103,709,2772834,高雄,140.2,68,21.4,4,8
2011/4/1,2011,4,南投縣,206,20,100,31,586,7,5,89,525286,日月潭,98,76,17.9,5,23.5
2011/4/1,2011,4,嘉義市,114,5,60,7,352,4,3,45,272218,嘉義,180.2,74,22.7,3,4.6
2011/4/1,2011,4,基隆市,123,11,55,18,480,8,6,161,382551,基隆,118.7,71,20.5,11,70.3
2011/4/1,2011,4,宜蘭縣,109,36,86,18,382,3,2,58,459746,宜蘭,142.3,73,20.9,7,12.1
2011/4/1,2011,4,屏東縣,348,16,188,33,1055,23,20,169,870567,恆春,141.2,72,23.7,1,40.3
2011/4/1,2011,4,新竹市,155,14,100,27,479,11,2,53,416426,新竹,151.9,76,21,8,19.7
2011/4/1,2011,4,澎湖縣,16,2,21,8,85,2,,18,96676,澎湖,187.7,76,22.2,3,9.2
2011/4/1,2011,4,臺中市,1176,25,196,56,2460,36,19,306,2652435,臺中,150.6,64,23.1,5,5.1
2011/4/1,2011,4,臺北市,930,224,315,226,3659,28,38,301,2630285,臺北,153.1,68,21.7,7,27.4
2011/4/1,2011,4,臺南市,834,96,290,79,1969,21,33,208,1873193,臺南,187.4,66,23.9,3,26
2011/4/1,2011,4,臺東縣,35,,26,1,118,8,2,25,229949,臺東,117.7,71,22.7,13,61.6
2011/4/1,2011,4,花蓮縣,161,12,94,38,483,13,4,54,338048,花蓮,124.5,71,21.5,11,64.2
2011/4/1,2011,4,連江縣,2,,,,2,,,,9991,馬祖,150.7,81,16.1,5,39.6
2011/4/1,2011,4,金門縣,8,1,11,5,65,2,2,1,98641,金門,180.1,76,18.6,6,21.7
2011/4/1,2011,4,高雄市,2199,146,569,167,4566,38,93,472,2772981,高雄,195.3,69,24.6,3,29.5
2011/5/1,2011,5,南投縣,219,15,109,27,579,11,10,62,524845,日月潭,82.2,84,20.9,17,351.3
2011/5/1,2011,5,嘉義市,122,1,66,17,386,6,4,68,272176,嘉義,143.1,80,25.6,9,150
2011/5/1,2011,5,基隆市,107,17,53,24,463,6,10,181,382136,基隆,96.4,82,23.8,18,406.3
2011/5/1,2011,5,宜蘭縣,106,39,102,15,397,8,5,52,459505,宜蘭,105.2,79,24.2,16,324.5
2011/5/1,2011,5,屏東縣,283,31,155,42,882,35,31,161,869617,恆春,150.8,81,26.5,12,127.4
2011/5/1,2011,5,新竹市,164,22,71,48,491,10,8,62,416962,新竹,111.3,84,24.3,17,220.4
2011/5/1,2011,5,澎湖縣,11,2,13,3,66,,1,19,96628,澎湖,132.8,81,24.7,8,53.2
2011/5/1,2011,5,臺中市,1075,11,175,47,2318,65,41,300,2653698,臺中,118.8,74,26,16,95
2011/5/1,2011,5,臺北市,929,230,346,258,3864,36,36,348,2633044,臺北,94.2,78,24.8,18,222
2011/5/1,2011,5,臺南市,853,113,351,80,2219,26,31,346,1873368,臺南,167.7,72,26.7,5,55.2
2011/5/1,2011,5,臺東縣,52,,18,,113,3,6,14,229703,臺東,86.9,83,25.7,22,236.8
2011/5/1,2011,5,花蓮縣,133,21,100,39,476,17,1,51,337758,花蓮,83.9,79,24.7,18,180.4
2011/5/1,2011,5,連江縣,2,,,,3,,,,9991,馬祖,132.1,91,19.9,17,230.5
2011/5/1,2011,5,金門縣,12,3,6,4,44,5,3,,99278,金門,132.6,88,22.1,16,90.6
2011/5/1,2011,5,高雄市,2160,167,656,213,4924,56,78,567,2772850,高雄,186.8,75,27.2,7,106
2011/6/1,2011,6,南投縣,185,16,85,25,489,2,4,48,524426,日月潭,121.5,84,22.7,16,217
2011/6/1,2011,6,嘉義市,120,5,69,12,373,10,3,47,272128,嘉義,205.1,76,28.7,12,148.5
2011/6/1,2011,6,基隆市,127,9,24,10,369,3,2,126,381770,基隆,167.9,75,28.2,11,148.7
2011/6/1,2011,6,宜蘭縣,118,24,81,23,360,3,3,29,459349,宜蘭,200.6,80,27.7,11,149.2
2011/6/1,2011,6,屏東縣,317,25,140,19,840,8,13,151,868827,恆春,214.5,83,28.3,12,339.4
2011/6/1,2011,6,新竹市,162,11,85,24,443,7,2,56,417335,新竹,206.4,76,28.5,10,174.4
2011/6/1,2011,6,澎湖縣,8,,25,9,71,1,,4,96597,澎湖,251.1,83,28.1,8,61.1
2011/6/1,2011,6,臺中市,1017,9,184,47,2144,55,31,256,2655456,臺中,182.8,71,29.1,11,151.3
2011/6/1,2011,6,臺北市,984,236,305,255,3848,29,39,338,2635766,臺北,145.7,74,29,13,284.6
2011/6/1,2011,6,臺南市,906,115,307,95,2009,22,31,155,1874724,臺南,220.6,72,29.1,9,304
2011/6/1,2011,6,臺東縣,50,,23,2,136,8,8,22,229420,臺東,226,80,28.2,13,469.7
2011/6/1,2011,6,花蓮縣,147,19,70,31,420,9,7,49,337557,花蓮,213.9,76,27.5,8,83.8
2011/6/1,2011,6,連江縣,2,,,2,5,,,,10010,馬祖,150.6,89,26,12,58.1
2011/6/1,2011,6,金門縣,6,3,15,3,44,,,1,99691,金門,176.3,89,27.4,9,114.7
2011/6/1,2011,6,高雄市,2071,139,557,194,4623,47,50,557,2772461,高雄,240.9,76,29.3,9,392
2011/7/1,2011,7,南投縣,177,17,121,26,596,7,6,124,524126,日月潭,115.6,86,22.5,17,412.5
2011/7/1,2011,7,嘉義市,95,5,55,17,355,4,2,106,271994,嘉義,208.6,77,28.7,16,175.1
2011/7/1,2011,7,基隆市,143,13,82,13,609,7,8,264,381321,基隆,242.2,73,29.3,12,120.2
2011/7/1,2011,7,宜蘭縣,123,22,109,24,468,6,5,103,459358,宜蘭,266.2,77,28.6,8,32.9
2011/7/1,2011,7,屏東縣,291,27,201,24,1126,9,12,389,868138,恆春,176.2,81,28.1,16,443.2
2011/7/1,2011,7,新竹市,155,18,91,22,481,13,13,53,417554,新竹,233,77,28.8,12,169.8
2011/7/1,2011,7,澎湖縣,17,3,15,5,68,3,1,8,96658,澎湖,278.2,84,28.2,12,115.6
2011/7/1,2011,7,臺中市,1058,9,208,28,2379,57,30,390,2657253,臺中,188.5,73,28.8,13,300.6
2011/7/1,2011,7,臺北市,959,246,338,261,4191,34,39,376,2637866,臺北,181.7,73,29.7,14,264.2
2011/7/1,2011,7,臺南市,973,98,310,92,2398,22,32,353,1875491,臺南,202.2,76,28.7,13,401.5
2011/7/1,2011,7,臺東縣,36,1,12,1,125,12,5,38,229199,臺東,233.5,78,28.7,14,198.3
2011/7/1,2011,7,花蓮縣,151,25,77,49,533,12,3,64,337382,花蓮,269.5,77,28.4,8,45.5
2011/7/1,2011,7,連江縣,,1,,2,5,1,,,9991,馬祖,265,87,27.4,7,33.8
2011/7/1,2011,7,金門縣,10,3,12,3,45,,,,100248,金門,226.6,91,27.5,10,122.4
2011/7/1,2011,7,高雄市,1904,170,615,187,4890,58,56,911,2772647,高雄,211.9,80,28.7,14,543
2011/8/1,2011,8,南投縣,193,19,138,33,588,2,3,70,523805,日月潭,136.4,84,22.9,15,241
2011/8/1,2011,8,嘉義市,123,11,46,12,415,6,5,94,271960,嘉義,215,76,29.1,11,112.8
2011/8/1,2011,8,基隆市,138,16,85,15,615,5,6,245,381056,基隆,223.2,73,29.4,12,94.4
2011/8/1,2011,8,宜蘭縣,104,28,154,30,526,9,4,134,459347,宜蘭,256.7,75,29,6,211.7
2011/8/1,2011,8,屏東縣,265,23,168,29,930,11,24,258,867113,恆春,191.8,81,28.2,14,1154.7
2011/8/1,2011,8,新竹市,188,21,78,35,520,14,12,88,417966,新竹,224,75,29.3,11,62.7
2011/8/1,2011,8,澎湖縣,19,1,30,7,106,2,4,15,96642,澎湖,293.8,80,29.1,5,142.2
2011/8/1,2011,8,臺中市,1100,13,195,66,2502,49,26,320,2658735,臺中,169.6,72,29.1,12,256.3
2011/8/1,2011,8,臺北市,880,234,332,236,3957,34,41,377,2639064,臺北,195.7,73,29.6,17,166.6
2011/8/1,2011,8,臺南市,902,82,325,92,2315,17,31,365,1875637,臺南,224.3,72,29.5,10,172.3
2011/8/1,2011,8,臺東縣,25,,28,2,125,7,3,47,228890,臺東,248.1,76,29,9,377
2011/8/1,2011,8,花蓮縣,124,16,87,44,494,11,3,61,337193,花蓮,253.5,73,28.7,7,375
2011/8/1,2011,8,連江縣,,,1,1,2,,,,10010,馬祖,258,85,27.8,9,71.6
2011/8/1,2011,8,金門縣,9,2,14,5,50,1,1,,101094,金門,255.1,86,28.3,6,185.4
2011/8/1,2011,8,高雄市,1980,198,709,185,4984,53,58,766,2772838,高雄,235.6,76,29.5,10,367.5
2011/9/1,2011,9,南投縣,201,9,100,31,576,10,9,77,523491,日月潭,124.9,84,22.3,9,73.5
2011/9/1,2011,9,嘉義市,108,9,58,17,358,2,1,42,271758,嘉義,191.1,78,27.5,8,109.5
2011/9/1,2011,9,基隆市,138,11,68,25,512,5,7,162,380647,基隆,145.4,76,26.9,13,52.7
2011/9/1,2011,9,宜蘭縣,112,22,131,18,412,9,3,31,459332,宜蘭,178.1,76,26.5,11,44.6
2011/9/1,2011,9,屏東縣,307,26,132,22,825,11,11,144,866145,恆春,159,77,27.5,12,101.9
2011/9/1,2011,9,新竹市,162,19,102,20,479,9,6,67,418534,新竹,208.5,73,27.7,2,9.7
2011/9/1,2011,9,澎湖縣,9,5,23,5,83,1,1,14,96779,澎湖,212.2,79,27.6,2,0.7
2011/9/1,2011,9,臺中市,1081,10,166,62,2360,44,41,233,2659828,臺中,172.6,70,28.1,9,99.3
2011/9/1,2011,9,臺北市,786,206,377,244,3487,35,42,343,2640099,臺北,170,71,27.6,9,51.6
2011/9/1,2011,9,臺南市,1007,90,320,86,2137,13,29,214,1876031,臺南,180.4,70,28.8,2,5
2011/9/1,2011,9,臺東縣,40,1,25,2,125,12,1,25,228631,臺東,150.9,76,27.4,11,110.5
2011/9/1,2011,9,花蓮縣,144,12,53,25,410,4,2,43,336978,花蓮,170.2,73,26.8,8,148
2011/9/1,2011,9,連江縣,2,1,,,2,,,,10058,馬祖,152.6,80,26,3,4.5
2011/9/1,2011,9,金門縣,11,2,8,4,41,,1,1,102064,金門,161.1,79,26.8,3,36.9
2011/9/1,2011,9,高雄市,1828,144,618,180,4355,39,63,444,2773157,高雄,192,75,28.7,8,71.5
2012/10/1,2012,10,南投縣,147,22,93,31,535,12,13,82,520289,日月潭,148.1,81,19.7,3,8
2012/10/1,2012,10,基隆市,120,12,59,25,536,13,7,202,377309,基隆,108.9,69,23.9,9,139.1
2012/10/1,2012,10,宜蘭縣,104,32,133,33,439,7,3,47,458438,宜蘭,134.7,76,23.1,14,137.5
2012/10/1,2012,10,屏東縣,216,15,154,15,748,22,16,201,859066,恆春,187.3,69,26,4,5
2012/10/1,2012,10,新竹市,152,18,80,23,430,6,5,40,424099,新竹,214.6,70,23.9,2,29.3
2012/10/1,2012,10,臺中市,758,35,404,71,2311,54,35,270,2681041,臺中,222.9,64,24.9,3,1.4
2012/10/1,2012,10,臺北市,807,217,316,232,3176,38,36,426,2668231,臺北,154.7,67,24.1,7,64
2012/10/1,2012,10,臺南市,703,121,381,85,1940,19,19,253,1880360,臺南,214,69,25.6,1,2.5
2012/10/1,2012,10,臺東縣,36,2,103,10,244,14,4,26,226513,臺東,156.1,69,25.2,8,34.1
2012/10/1,2012,10,花蓮縣,105,21,81,29,396,13,5,36,335288,花蓮,147.7,71,24.3,9,82.5
2012/10/1,2012,10,連江縣,4,1,,1,9,,,,11058,馬祖,223.6,73,21.6,1,10
2012/10/1,2012,10,金門縣,8,8,12,4,41,4,1,,111775,金門,224.6,66,23.5,2,7.5
2012/10/1,2012,10,高雄市,1634,183,474,164,3717,35,36,471,2777128,高雄,211.9,69,26.6,1,0.7
2012/11/1,2012,11,南投縣,125,19,95,32,521,9,13,88,520278,日月潭,117.9,83,18.3,11,148.3
2012/11/1,2012,11,嘉義市,89,4,36,17,296,5,1,56,271283,嘉義,124.5,80,22.2,10,85
2012/11/1,2012,11,基隆市,118,11,56,20,463,15,10,157,377259,基隆,54.3,75,21.1,16,308.3
2012/11/1,2012,11,宜蘭縣,108,34,103,14,417,8,3,63,458548,宜蘭,57.5,86,20.3,19,137.3
2012/11/1,2012,11,屏東縣,231,13,150,18,742,9,4,213,858739,恆春,173.7,74,24.5,3,36.5
2012/11/1,2012,11,新竹市,149,29,52,36,441,10,11,48,424533,新竹,101.8,79,21,14,308.4
2012/11/1,2012,11,澎湖縣,16,7,12,6,72,1,1,15,98745,澎湖,134.2,74,23,9,92.9
2012/11/1,2012,11,臺中市,855,35,489,83,2550,49,16,317,2683066,臺中,132.6,71,22.3,11,144.8
2012/11/1,2012,11,臺北市,708,192,294,189,2943,26,29,412,2671006,臺北,80.9,74,21.2,15,232.7
2012/11/1,2012,11,臺南市,691,129,312,87,1773,25,22,213,1881026,臺南,160.2,74,23.6,9,95.6
2012/11/1,2012,11,臺東縣,34,5,104,14,251,11,1,31,226383,臺東,68.5,76,23,15,108.5
2012/11/1,2012,11,花蓮縣,122,17,50,24,384,10,2,71,335223,花蓮,44.2,79,21.4,18,101.5
2012/11/1,2012,11,連江縣,1,,1,1,6,,,,11196,馬祖,83.2,77,17.7,13,222
2012/11/1,2012,11,金門縣,3,1,4,4,35,2,2,1,112444,金門,103.5,76,19.8,13,125.3
2012/11/1,2012,11,高雄市,1335,198,291,172,2977,35,18,367,2777897,高雄,168.6,75,24.9,5,46.5
2012/12/1,2012,12,南投縣,166,22,76,20,458,9,4,60,520196,日月潭,122.2,88,15.1,12,95
2012/12/1,2012,12,嘉義市,102,1,36,17,297,4,1,37,271220,嘉義,121.1,81,18.4,7,42.8
2012/12/1,2012,12,基隆市,79,10,42,19,380,18,8,136,377153,基隆,43.6,78,17.7,24,503.4
2012/12/1,2012,12,宜蘭縣,95,28,112,21,372,10,2,45,458595,宜蘭,42.5,86,17.3,23,323.1
2012/12/1,2012,12,屏東縣,199,9,120,10,617,15,1,149,858441,恆春,134.8,73,22.2,8,25.2
2012/12/1,2012,12,新竹市,159,17,39,23,405,9,12,58,425071,新竹,102.7,82,17.3,12,146.9
2012/12/1,2012,12,澎湖縣,9,5,10,8,60,,,11,98843,澎湖,107.3,77,19,10,47.6
2012/12/1,2012,12,臺中市,716,50,458,68,2206,37,12,246,2684893,臺中,143.6,73,18.4,13,71.1
2012/12/1,2012,12,臺北市,723,210,283,218,2932,25,23,389,2673226,臺北,74.1,77,17.8,18,189.4
2012/12/1,2012,12,臺南市,580,160,281,82,1599,32,25,166,1881645,臺南,148.7,72,19.5,6,18
2012/12/1,2012,12,臺東縣,29,4,129,9,245,9,1,26,226252,臺東,58,76,20.3,13,89.9
2012/12/1,2012,12,花蓮縣,85,14,71,22,374,13,2,50,335190,花蓮,48,78,18.8,20,193
2012/12/1,2012,12,連江縣,,,1,,2,,,,11310,馬祖,77.4,78,12.3,13,80.1
2012/12/1,2012,12,金門縣,7,1,4,3,38,1,1,1,113111,金門,109,77,15.2,9,81.6
2012/12/1,2012,12,高雄市,1119,172,363,144,2693,28,29,314,2778659,高雄,160.7,74,21.1,4,18.5
2012/1/1,2012,1,南投縣,193,13,92,16,567,8,12,97,522562,日月潭,127.3,82,14.1,10,77.5
2012/1/1,2012,1,嘉義市,119,1,64,6,353,4,2,54,271524,嘉義,96.5,80,16.6,10,23
2012/1/1,2012,1,基隆市,105,9,68,16,418,9,8,138,379742,基隆,14.6,85,15.5,27,533.4
2012/1/1,2012,1,宜蘭縣,120,22,113,10,448,6,2,81,459018,宜蘭,38.4,83,16.1,20,175.1
2012/1/1,2012,1,新竹市,214,18,153,10,581,7,1,84,420342,新竹,44.1,87,15.3,15,140.6
2012/1/1,2012,1,澎湖縣,17,1,23,6,87,,1,13,97248,澎湖,24.2,82,15.1,9,10.5
2012/1/1,2012,1,臺中市,1298,8,264,47,2684,40,19,267,2665613,臺中,142.9,75,16.6,10,57.1
2012/1/1,2012,1,臺北市,956,153,347,192,3176,15,17,335,2652959,臺北,23,86,15.9,16,157.4
2012/1/1,2012,1,臺南市,804,84,276,76,1858,25,24,208,1877115,臺南,144.9,79,17.2,5,5.5
2012/1/1,2012,1,臺東縣,42,1,10,,146,5,2,44,228118,臺東,87.2,75,19.4,9,22.3
2012/1/1,2012,1,花蓮縣,212,11,65,27,493,17,4,57,336733,花蓮,48.3,77,17.8,15,53
2012/1/1,2012,1,連江縣,,,1,1,17,,,,10133,馬祖,29.5,86,8.9,16,179.5
2012/1/1,2012,1,金門縣,8,2,5,6,30,,1,,104538,金門,70.6,82,12.1,12,60.6
2012/2/1,2012,2,南投縣,196,11,97,29,533,9,9,74,522201,日月潭,105,81,15.5,11,87.5
2012/2/1,2012,2,嘉義市,104,2,58,5,335,7,6,52,271549,嘉義,84,80,16.6,10,77.9
2012/2/1,2012,2,基隆市,126,16,90,25,497,14,11,142,379416,基隆,34.9,87,15.7,24,545.7
2012/2/1,2012,2,宜蘭縣,127,20,83,13,401,9,6,67,458792,宜蘭,61.5,83,16.9,20,199
2012/2/1,2012,2,屏東縣,313,12,207,15,1128,16,16,329,863540,恆春,126.7,78,21.9,11,76.8
2012/2/1,2012,2,新竹市,228,28,113,24,567,4,2,71,420588,新竹,48.3,91,15,17,228.9
2012/2/1,2012,2,澎湖縣,20,,13,6,65,,,3,97268,澎湖,34.4,84,14.9,10,28.4
2012/2/1,2012,2,臺中市,996,11,222,58,2313,45,30,287,2666925,臺中,104.1,75,16.7,10,77.2
2012/2/1,2012,2,臺北市,869,210,277,184,3150,26,33,358,2653948,臺北,43.7,86,16.4,15,268.8
